Animal ID,Name_in,DateTime_in,MonthYear_in,Found Location,Intake Type,Intake Condition,Animal Type_in,Sex upon Intake,Age upon Intake,Breed_in,Color_in,Name_out,DateTime_out,MonthYear_out,Date of Birth,Outcome Type,Outcome Subtype,Animal Type_out,Sex upon Outcome,Age upon Outcome,Breed_out,Color_out,shelter_time
A808198,*Anna,2019-11-05 15:58:00,11/05/2019 03:58:00 PM,11507 Big Trail Cove in Austin (TX),Stray,Normal,Other,Intact Female,2 years,Californian Mix,White/Brown,*Anna,2019-12-28 15:54:00,12/28/2019 03:54:00 PM,11/05/2017,Adoption,,Other,Spayed Female,2 years,Californian Mix,White/Brown,52 days 23:56:00
A731260,,2016-07-19 12:45:00,07/19/2016 12:45:00 PM,8703 Stillwood Ln in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Rabbit Sh Mix,Blue,,2016-08-01 09:36:00,08/01/2016 09:36:00 AM,07/19/2015,Adoption,,Other,Spayed Female,1 year,Rabbit Sh Mix,Blue,12 days 20:51:00
A818910,Lilo,2020-06-17 15:31:00,06/17/2020 03:31:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,9 months,Guinea Pig,White/Tricolor,Lilo,2020-06-23 16:16:00,06/23/2020 04:16:00 PM,09/17/2019,Adoption,,Other,Intact Female,9 months,Guinea Pig,White/Tricolor,6 days 00:45:00
A811476,,2020-01-04 12:59:00,01/04/2020 12:59:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Guinea Pig,White/Brown,,2020-01-08 17:23:00,01/08/2020 05:23:00 PM,08/04/2019,Adoption,,Other,Intact Female,5 months,Guinea Pig,White/Brown,4 days 04:24:00
A744736,Doc,2019-05-12 14:02:00,05/12/2019 02:02:00 PM,Austin (TX),Owner Surrender,Normal,Other,Neutered Male,6 years,Netherlnd Dwarf,Blue/White,Doc,2017-08-19 09:27:00,08/19/2017 09:27:00 AM,08/17/2012,Adoption,,Other,Neutered Male,5 years,Netherlnd Dwarf,Blue/White,-632 days +19:25:00
A744736,Doc,2019-05-12 14:02:00,05/12/2019 02:02:00 PM,Austin (TX),Owner Surrender,Normal,Other,Neutered Male,6 years,Netherlnd Dwarf,Blue/White,Doc,2019-05-12 18:33:00,05/12/2019 06:33:00 PM,08/17/2012,Adoption,,Other,Neutered Male,6 years,Netherlnd Dwarf,Blue/White,0 days 04:31:00
A744736,Doc,2019-05-12 14:02:00,05/12/2019 02:02:00 PM,Austin (TX),Owner Surrender,Normal,Other,Neutered Male,6 years,Netherlnd Dwarf,Blue/White,Doc,2017-04-06 21:35:00,04/06/2017 09:35:00 PM,08/17/2012,Adoption,,Other,Neutered Male,4 years,Netherlnd Dwarf,Blue/White,-766 days +07:33:00
A744736,Doc,2017-03-06 18:30:00,03/06/2017 06:30:00 PM,Austin (TX),Stray,Normal,Other,Intact Male,4 years,Netherlnd Dwarf,Blue/White,Doc,2017-08-19 09:27:00,08/19/2017 09:27:00 AM,08/17/2012,Adoption,,Other,Neutered Male,5 years,Netherlnd Dwarf,Blue/White,165 days 14:57:00
A744736,Doc,2017-03-06 18:30:00,03/06/2017 06:30:00 PM,Austin (TX),Stray,Normal,Other,Intact Male,4 years,Netherlnd Dwarf,Blue/White,Doc,2019-05-12 18:33:00,05/12/2019 06:33:00 PM,08/17/2012,Adoption,,Other,Neutered Male,6 years,Netherlnd Dwarf,Blue/White,797 days 00:03:00
A744736,Doc,2017-03-06 18:30:00,03/06/2017 06:30:00 PM,Austin (TX),Stray,Normal,Other,Intact Male,4 years,Netherlnd Dwarf,Blue/White,Doc,2017-04-06 21:35:00,04/06/2017 09:35:00 PM,08/17/2012,Adoption,,Other,Neutered Male,4 years,Netherlnd Dwarf,Blue/White,31 days 03:05:00
A744736,Doc,2017-08-06 17:43:00,08/06/2017 05:43:00 PM,11250 Taylor Draper Lane in Austin (TX),Owner Surrender,Normal,Other,Neutered Male,4 years,Netherlnd Dwarf,Blue/White,Doc,2017-08-19 09:27:00,08/19/2017 09:27:00 AM,08/17/2012,Adoption,,Other,Neutered Male,5 years,Netherlnd Dwarf,Blue/White,12 days 15:44:00
A744736,Doc,2017-08-06 17:43:00,08/06/2017 05:43:00 PM,11250 Taylor Draper Lane in Austin (TX),Owner Surrender,Normal,Other,Neutered Male,4 years,Netherlnd Dwarf,Blue/White,Doc,2019-05-12 18:33:00,05/12/2019 06:33:00 PM,08/17/2012,Adoption,,Other,Neutered Male,6 years,Netherlnd Dwarf,Blue/White,644 days 00:50:00
A744736,Doc,2017-08-06 17:43:00,08/06/2017 05:43:00 PM,11250 Taylor Draper Lane in Austin (TX),Owner Surrender,Normal,Other,Neutered Male,4 years,Netherlnd Dwarf,Blue/White,Doc,2017-04-06 21:35:00,04/06/2017 09:35:00 PM,08/17/2012,Adoption,,Other,Neutered Male,4 years,Netherlnd Dwarf,Blue/White,-122 days +03:52:00
A716208,,2015-11-16 13:03:00,11/16/2015 01:03:00 PM,Garrettson Dr And Howellwood Way in Austin (TX),Stray,Normal,Other,Unknown,2 years,Ferret Mix,Sable,,2015-11-22 12:52:00,11/22/2015 12:52:00 PM,11/16/2013,Adoption,,Other,Unknown,2 years,Ferret Mix,Sable,5 days 23:49:00
A745925,*Fern,2017-03-26 13:50:00,03/26/2017 01:50:00 PM,Austin (TX),Stray,Normal,Other,Spayed Female,1 year,Rabbit Sh Mix,Tortie,*Fern,2017-04-09 18:18:00,04/09/2017 06:18:00 PM,03/26/2016,Adoption,,Other,Spayed Female,1 year,Rabbit Sh Mix,Tortie,14 days 04:28:00
A726794,Brad,2016-05-14 15:40:00,05/14/2016 03:40:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White,Brad,2016-06-07 13:06:00,06/07/2016 01:06:00 PM,05/14/2015,Adoption,,Other,Intact Male,1 year,Rabbit Sh Mix,White,23 days 21:26:00
A763120,*Arya,2017-12-03 15:26:00,12/03/2017 03:26:00 PM,2200 South Pleasant Valley in Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Belgian Hare,Gray/Gray,*Arya,2018-01-14 15:41:00,01/14/2018 03:41:00 PM,12/03/2015,Adoption,,Other,Spayed Female,2 years,Belgian Hare,Gray/Gray,42 days 00:15:00
A766167,Sophie,2018-02-03 13:36:00,02/03/2018 01:36:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Californian Mix,White/Black,Sophie,2018-02-18 13:48:00,02/18/2018 01:48:00 PM,09/03/2017,Adoption,,Other,Spayed Female,5 months,Californian Mix,White/Black,15 days 00:12:00
A740025,Balthazar,2017-06-17 14:08:00,06/17/2017 02:08:00 PM,Austin (TX),Owner Surrender,Normal,Other,Neutered Male,1 year,Rabbit Sh Mix,Black,Balthazar,2017-01-12 14:00:00,01/12/2017 02:00:00 PM,12/10/2015,Adoption,,Other,Neutered Male,1 year,Rabbit Sh Mix,Black,-157 days +23:52:00
A740025,Balthazar,2017-06-17 14:08:00,06/17/2017 02:08:00 PM,Austin (TX),Owner Surrender,Normal,Other,Neutered Male,1 year,Rabbit Sh Mix,Black,Balthazar,2018-02-07 14:59:00,02/07/2018 02:59:00 PM,12/10/2015,Adoption,Foster,Other,Neutered Male,2 years,Rabbit Sh Mix,Black,235 days 00:51:00
A740025,Balthazar,2016-12-10 13:38:00,12/10/2016 01:38:00 PM,Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,Black,Balthazar,2017-01-12 14:00:00,01/12/2017 02:00:00 PM,12/10/2015,Adoption,,Other,Neutered Male,1 year,Rabbit Sh Mix,Black,33 days 00:22:00
A740025,Balthazar,2016-12-10 13:38:00,12/10/2016 01:38:00 PM,Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,Black,Balthazar,2018-02-07 14:59:00,02/07/2018 02:59:00 PM,12/10/2015,Adoption,Foster,Other,Neutered Male,2 years,Rabbit Sh Mix,Black,424 days 01:21:00
A803294,,2019-08-30 13:12:00,08/30/2019 01:12:00 PM,8501 Cameron in Austin (TX),Stray,Normal,Other,Intact Female,5 months,Guinea Pig,Tricolor,,2019-09-13 19:22:00,09/13/2019 07:22:00 PM,03/30/2019,Adoption,,Other,Intact Female,5 months,Guinea Pig,Tricolor,14 days 06:10:00
A777871,*Elvisparsly,2018-08-04 15:20:00,08/04/2018 03:20:00 PM,4807 Peach Grove Road in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rhinelander Mix,Black/White,*Elvisparsly,2018-08-24 19:05:00,08/24/2018 07:05:00 PM,08/04/2017,Adoption,,Other,Neutered Male,1 year,Rhinelander Mix,Black/White,20 days 03:45:00
A822976,,2020-09-13 14:34:00,09/13/2020 02:34:00 PM,2100 Pipers Field Dr in Austin (TX),Stray,Normal,Other,Intact Female,2 years,Lionhead,Tan,,2020-09-18 11:26:00,09/18/2020 11:26:00 AM,09/13/2018,Adoption,,Other,Intact Female,2 years,Lionhead,Tan,4 days 20:52:00
A820303,Biggie,2020-07-16 13:50:00,07/16/2020 01:50:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Brown/Black,Biggie,2020-07-24 13:28:00,07/24/2020 01:28:00 PM,07/16/2019,Adoption,Foster,Other,Intact Male,1 year,Guinea Pig,Brown/Black,7 days 23:38:00
A799841,,2019-07-12 14:56:00,07/12/2019 02:56:00 PM,6701 Janes Ranch Rd in Austin (TX),Stray,Normal,Other,Unknown,1 year,Ferret,Gray,,2019-07-19 15:02:00,07/19/2019 03:02:00 PM,07/12/2018,Adoption,,Other,Unknown,1 year,Ferret,Gray,7 days 00:06:00
A734249,,2016-09-03 12:04:00,09/03/2016 12:04:00 PM,2815 Hwy 71 in Austin (TX),Public Assist,Normal,Other,Intact Male,8 months,Rabbit Sh Mix,Black,,2016-09-18 10:42:00,09/18/2016 10:42:00 AM,01/03/2016,Adoption,,Other,Intact Male,8 months,Rabbit Sh Mix,Black,14 days 22:38:00
A783513,*June,2018-10-31 20:52:00,10/31/2018 08:52:00 PM,Bramhill in Austin (TX),Stray,Normal,Other,Intact Female,9 months,Lop-Mini/Lop-Holland,White/Brown,*June,2018-11-16 14:34:00,11/16/2018 02:34:00 PM,01/08/2018,Adoption,,Other,Intact Female,10 months,Lop-Mini/Lop-Holland,White/Brown,15 days 17:42:00
A735977,Colossus,2016-10-02 13:14:00,10/02/2016 01:14:00 PM,3008 Norwood Hill Rd in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Chinchilla-Stnd Mix,Gray,Colossus,2016-12-01 17:33:00,12/01/2016 05:33:00 PM,10/02/2015,Adoption,,Other,Neutered Male,1 year,Chinchilla-Stnd Mix,Gray,60 days 04:19:00
A735977,Colossus,2016-10-26 17:25:00,10/26/2016 05:25:00 PM,Leon in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Chinchilla-Stnd Mix,Gray,Colossus,2016-12-01 17:33:00,12/01/2016 05:33:00 PM,10/02/2015,Adoption,,Other,Neutered Male,1 year,Chinchilla-Stnd Mix,Gray,36 days 00:08:00
A784836,Chica,2018-11-20 14:38:00,11/20/2018 02:38:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,8 months,Californian Mix,White/Gray,Chica,2019-03-30 19:13:00,03/30/2019 07:13:00 PM,02/20/2018,Adoption,,Other,Spayed Female,1 year,Californian Mix,White/Gray,130 days 04:35:00
A807331,,2019-10-23 17:22:00,10/23/2019 05:22:00 PM,4500 Steiner Ranch Boulevard in Austin (TX),Stray,Normal,Other,Unknown,1 year,Guinea Pig,Calico,,2019-11-02 16:28:00,11/02/2019 04:28:00 PM,10/23/2018,Adoption,,Other,Unknown,1 year,Guinea Pig,Calico,9 days 23:06:00
A734248,*Cappucino,2016-09-03 12:04:00,09/03/2016 12:04:00 PM,2815 Hwy 71 in Austin (TX),Public Assist,Normal,Other,Intact Female,2 months,Rabbit Sh Mix,White/Black,*Cappucino,2016-12-11 17:37:00,12/11/2016 05:37:00 PM,07/03/2016,Adoption,,Other,Spayed Female,5 months,Rabbit Sh Mix,White/Black,99 days 05:33:00
A779531,*Toffee,2018-09-02 11:50:00,09/02/2018 11:50:00 AM,Outside Jurisdiction,Stray,Normal,Other,Intact Female,1 year,Guinea Pig,Tricolor,*Toffee,2018-09-24 12:05:00,09/24/2018 12:05:00 PM,09/02/2017,Adoption,,Other,Intact Female,1 year,Guinea Pig,Tricolor,22 days 00:15:00
A755828,*Te Fiti,2017-08-09 14:09:00,08/09/2017 02:09:00 PM,5704 Parkwood Drive in Austin (TX),Owner Surrender,Normal,Other,Intact Female,7 years,Rabbit Sh Mix,Black/White,*Te Fiti,2017-09-23 17:23:00,09/23/2017 05:23:00 PM,08/09/2010,Adoption,,Other,Intact Female,7 years,Rabbit Sh Mix,Black/White,45 days 03:14:00
A801585,*Caballo,2019-08-06 11:24:00,08/06/2019 11:24:00 AM,Johnny Morris Road in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Havana,Black,*Caballo,2020-03-15 17:16:00,03/15/2020 05:16:00 PM,08/06/2018,Adoption,,Other,Neutered Male,1 year,Havana,Black,222 days 05:52:00
A801585,*Caballo,2019-08-06 11:24:00,08/06/2019 11:24:00 AM,Johnny Morris Road in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Havana,Black,*Caballo,2019-08-21 19:05:00,08/21/2019 07:05:00 PM,08/06/2018,Adoption,,Other,Neutered Male,1 year,Havana,Black,15 days 07:41:00
A801585,*Caballo,2020-03-07 09:34:00,03/07/2020 09:34:00 AM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Other,Neutered Male,1 year,Havana,Black,*Caballo,2020-03-15 17:16:00,03/15/2020 05:16:00 PM,08/06/2018,Adoption,,Other,Neutered Male,1 year,Havana,Black,8 days 07:42:00
A801585,*Caballo,2020-03-07 09:34:00,03/07/2020 09:34:00 AM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Other,Neutered Male,1 year,Havana,Black,*Caballo,2019-08-21 19:05:00,08/21/2019 07:05:00 PM,08/06/2018,Adoption,,Other,Neutered Male,1 year,Havana,Black,-199 days +09:31:00
A811479,,2020-01-04 12:59:00,01/04/2020 12:59:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,5 months,Guinea Pig,Black/Tricolor,,2020-01-12 11:38:00,01/12/2020 11:38:00 AM,08/04/2019,Adoption,,Other,Intact Male,5 months,Guinea Pig,Black/Tricolor,7 days 22:39:00
A777556,*Onyx,2018-07-30 14:20:00,07/30/2018 02:20:00 PM,12405 River Bend in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Havana Mix,Black,*Onyx,2018-09-22 14:52:00,09/22/2018 02:52:00 PM,07/30/2017,Adoption,,Other,Spayed Female,1 year,Havana Mix,Black,54 days 00:32:00
A823500,Cookie,2020-09-24 15:36:00,09/24/2020 03:36:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,7 months,Guinea Pig,Gray/White,Cookie,2020-10-03 17:33:00,10/03/2020 05:33:00 PM,02/24/2020,Adoption,,Other,Intact Male,7 months,Guinea Pig,Gray/White,9 days 01:57:00
A809256,*Chanel,2019-11-21 17:51:00,11/21/2019 05:51:00 PM,9200 North Plaza in Austin (TX),Owner Surrender,Sick,Other,Intact Female,1 year,Polish,White/Black,*Chanel,2019-12-31 15:00:00,12/31/2019 03:00:00 PM,11/21/2018,Adoption,,Other,Spayed Female,1 year,Polish,White/Black,39 days 21:09:00
A753731,,2017-07-10 13:19:00,07/10/2017 01:19:00 PM,Austin (TX),Owner Surrender,Normal,Other,Unknown,1 year,Rat Mix,White,,2017-07-15 11:00:00,07/15/2017 11:00:00 AM,07/10/2016,Adoption,Foster,Other,Unknown,1 year,Rat Mix,White,4 days 21:41:00
A767007,*Pepper,2018-02-20 21:22:00,02/20/2018 09:22:00 PM,2425 E Riverside Dr in Austin (TX),Stray,Sick,Other,Intact Female,1 year,American Mix,Black,*Pepper,2018-03-30 17:08:00,03/30/2018 05:08:00 PM,02/20/2017,Adoption,,Other,Spayed Female,1 year,American Mix,Black,37 days 19:46:00
A772976,*Bunilla Ice,2018-05-25 16:07:00,05/25/2018 04:07:00 PM,2500 Magin Meadow in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Havana Mix,Black,*Bunilla Ice,2018-06-22 18:47:00,06/22/2018 06:47:00 PM,05/25/2017,Adoption,,Other,Neutered Male,1 year,Havana Mix,Black,28 days 02:40:00
A753423,*Leo,2017-07-06 11:24:00,07/06/2017 11:24:00 AM,1007 Arthur Stiles in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh Mix,White/Orange,*Leo,2017-07-27 19:13:00,07/27/2017 07:13:00 PM,07/06/2016,Adoption,,Other,Neutered Male,1 year,Rabbit Sh Mix,White/Orange,21 days 07:49:00
A808942,*Star,2019-11-16 13:50:00,11/16/2019 01:50:00 PM,Travis (TX),Owner Surrender,Normal,Other,Intact Female,3 months,Rat,White,*Star,2019-11-23 18:25:00,11/23/2019 06:25:00 PM,08/16/2019,Adoption,,Other,Intact Female,3 months,Rat,White,7 days 04:35:00
A767468,*Echo,2018-03-01 13:47:00,03/01/2018 01:47:00 PM,13512 Windstone Court in Manor (TX),Stray,Normal,Other,Intact Male,1 year,Lop-Holland,Black,*Echo,2018-03-30 17:08:00,03/30/2018 05:08:00 PM,03/01/2017,Adoption,,Other,Neutered Male,1 year,Lop-Holland,Black,29 days 03:21:00
A773840,Mischa,2018-06-06 12:08:00,06/06/2018 12:08:00 PM,Austin (TX),Owner Surrender,Normal,Other,Spayed Female,4 months,Ferret Mix,Gray/Black,Mischa,2018-06-13 19:19:00,06/13/2018 07:19:00 PM,01/28/2018,Adoption,,Other,Spayed Female,4 months,Ferret Mix,Gray/Black,7 days 07:11:00
A822050,Hazel,2020-08-25 11:30:00,08/25/2020 11:30:00 AM,Austin (TX),Owner Surrender,Normal,Other,Spayed Female,1 year,Lop-Holland Mix,Brown,Hazel,2020-09-20 13:48:00,09/20/2020 01:48:00 PM,08/25/2019,Adoption,,Other,Spayed Female,1 year,Lop-Holland Mix,Brown,26 days 02:18:00
A724743,Sharla,2016-04-21 12:50:00,04/21/2016 12:50:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,6 months,Rabbit Sh Mix,White,Sharla,2016-05-30 18:57:00,05/30/2016 06:57:00 PM,10/21/2015,Adoption,,Other,Spayed Female,7 months,Rabbit Sh Mix,White,39 days 06:07:00
A786124,*Godiva,2018-12-17 12:57:00,12/17/2018 12:57:00 PM,West Howard Lane And Metric Boulevard in Austin (TX),Stray,Normal,Other,Intact Female,1 year,American Mix,Brown,*Godiva,2019-01-30 18:44:00,01/30/2019 06:44:00 PM,12/17/2017,Adoption,,Other,Spayed Female,1 year,American Mix,Brown,44 days 05:47:00
A761084,Billy,2017-10-28 16:37:00,10/28/2017 04:37:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,English Spot,Brown/White,Billy,2018-01-23 17:12:00,01/23/2018 05:12:00 PM,04/28/2016,Adoption,,Other,Neutered Male,1 year,English Spot,Brown/White,87 days 00:35:00
A810951,,2019-12-23 14:19:00,12/23/2019 02:19:00 PM,Palo Blanco Lane in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Rabbit Sh,White/Brown,,2020-01-14 14:59:00,01/14/2020 02:59:00 PM,12/23/2018,Adoption,,Other,Neutered Male,1 year,Rabbit Sh,White/Brown,22 days 00:40:00
A806607,,2019-10-13 11:58:00,10/13/2019 11:58:00 AM,Amherst Drive And Duval Road in Austin (TX),Stray,Normal,Other,Intact Female,6 months,Guinea Pig,White/Brown,,2019-10-29 16:31:00,10/29/2019 04:31:00 PM,04/13/2019,Adoption,,Other,Intact Female,6 months,Guinea Pig,White/Brown,16 days 04:33:00
A741610,*Blanche,2017-01-05 09:57:00,01/05/2017 09:57:00 AM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,13 years,Lop-English Mix,White/Gray,*Blanche,2017-01-23 12:34:00,01/23/2017 12:34:00 PM,01/05/2004,Adoption,,Other,Spayed Female,13 years,Lop-English Mix,White/Gray,18 days 02:37:00
A816841,*Ewok,2020-04-29 17:36:00,04/29/2020 05:36:00 PM,201 Lavaca in Austin (TX),Public Assist,Normal,Other,Intact Female,1 year,Rabbit Lh,Brown/Black,*Ewok,2020-05-26 07:33:00,05/26/2020 07:33:00 AM,04/29/2019,Adoption,Foster,Other,Intact Female,1 year,Rabbit Lh,Brown/Black,26 days 13:57:00
A751020,Rex,2017-06-03 11:59:00,06/03/2017 11:59:00 AM,6506 High Point Cove in Austin (TX),Stray,Normal,Other,Intact Male,2 weeks,Rex Mix,Black,Rex,2017-09-17 15:46:00,09/17/2017 03:46:00 PM,05/19/2017,Adoption,,Other,Intact Male,3 months,Rex Mix,Black,106 days 03:47:00
A823431,,2020-09-23 15:07:00,09/23/2020 03:07:00 PM,7131 Wood Hollow in Austin (TX),Stray,Normal,Other,Intact Female,8 months,Rabbit Sh,White/Tan,,2020-10-02 18:22:00,10/02/2020 06:22:00 PM,01/23/2020,Adoption,,Other,Intact Female,8 months,Rabbit Sh,White/Tan,9 days 03:15:00
A808944,*Jingle,2019-11-16 13:50:00,11/16/2019 01:50:00 PM,Travis (TX),Owner Surrender,Normal,Other,Unknown,3 months,Rat,White/Gray,*Jingle,2019-11-18 18:21:00,11/18/2019 06:21:00 PM,08/16/2019,Adoption,,Other,Unknown,3 months,Rat,White/Gray,2 days 04:31:00
A777356,,2018-07-27 13:44:00,07/27/2018 01:44:00 PM,11600 Bastrop Street in Manor (TX),Stray,Normal,Other,Unknown,1 year,Lizard Mix,Green/Brown,,2018-07-31 15:21:00,07/31/2018 03:21:00 PM,07/27/2017,Adoption,,Other,Unknown,1 year,Lizard Mix,Green/Brown,4 days 01:37:00
A753512,*Ava,2017-07-07 15:20:00,07/07/2017 03:20:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Rabbit Sh Mix,White,*Ava,2017-08-07 17:28:00,08/07/2017 05:28:00 PM,07/07/2015,Adoption,,Other,Spayed Female,2 years,Rabbit Sh Mix,White,31 days 02:08:00
A778590,Princess,2018-08-17 13:10:00,08/17/2018 01:10:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Rex Mix,Chocolate/White,Princess,2018-08-26 12:08:00,08/26/2018 12:08:00 PM,02/17/2018,Adoption,,Other,Spayed Female,6 months,Rex Mix,Chocolate/White,8 days 22:58:00
A788154,*Pearl,2019-01-27 14:44:00,01/27/2019 02:44:00 PM,7310 Crystal Brook Drive in Austin (TX),Stray,Normal,Other,Intact Female,1 month,Lop-Mini Mix,White,*Pearl,2019-07-20 16:42:00,07/20/2019 04:42:00 PM,11/29/2018,Adoption,,Other,Spayed Female,7 months,Lop-Mini Mix,White,174 days 01:58:00
A680388,*Koi,2014-06-02 12:12:00,06/02/2014 12:12:00 PM,7402 Vintage Hills in Austin (TX),Public Assist,Sick,Other,Unknown,5 months,Cold Water,Orange/White,*Koi,2014-06-06 19:25:00,06/06/2014 07:25:00 PM,12/02/2013,Adoption,,Other,Unknown,6 months,Cold Water,Orange/White,4 days 07:13:00
A802233,Dusty,2019-08-15 15:00:00,08/15/2019 03:00:00 PM,Manor (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,White/Tricolor,Dusty,2019-08-17 16:21:00,08/17/2019 04:21:00 PM,02/15/2018,Adoption,,Other,Intact Male,1 year,Guinea Pig,White/Tricolor,2 days 01:21:00
A811477,,2020-01-04 12:59:00,01/04/2020 12:59:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,5 months,Guinea Pig,White/Tricolor,,2020-01-08 17:23:00,01/08/2020 05:23:00 PM,08/04/2019,Adoption,,Other,Intact Female,5 months,Guinea Pig,White/Tricolor,4 days 04:24:00
A777582,*Violet,2018-07-30 18:06:00,07/30/2018 06:06:00 PM,1814 Marcus Abrams Boulevard in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Lop-Holland Mix,Blue,*Violet,2018-08-10 18:46:00,08/10/2018 06:46:00 PM,08/01/2016,Adoption,,Other,Spayed Female,2 years,Lop-Holland Mix,Blue,11 days 00:40:00
A706839,,2015-07-03 19:31:00,07/03/2015 07:31:00 PM,4413 Garnett St in Austin (TX),Owner Surrender,Normal,Other,Unknown,4 weeks,Turtle,Green,,2015-07-04 15:25:00,07/04/2015 03:25:00 PM,06/03/2015,Adoption,,Other,Unknown,4 weeks,Turtle,Green,0 days 19:54:00
A804643,Tequila,2019-09-16 16:56:00,09/16/2019 04:56:00 PM,Wells Port Drive in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Rabbit Sh,White/Brown Tabby,Tequila,2019-10-03 17:48:00,10/03/2019 05:48:00 PM,09/16/2018,Adoption,,Other,Spayed Female,1 year,Rabbit Sh,White/Brown Tabby,17 days 00:52:00
A739401,*Barnaby,2016-12-02 12:01:00,12/02/2016 12:01:00 PM,1705 Mearn Meadows in Austin (TX),Stray,Normal,Other,Intact Male,1 year,English Spot Mix,White/Brown,*Barnaby,2017-01-02 19:52:00,01/02/2017 07:52:00 PM,12/02/2015,Adoption,,Other,Neutered Male,1 year,English Spot Mix,White/Brown,31 days 07:51:00
A716207,,2015-11-16 13:03:00,11/16/2015 01:03:00 PM,Garrettson Dr And Howellwood Way in Austin (TX),Stray,Normal,Other,Unknown,2 years,Ferret Mix,Sable,,2015-11-22 12:52:00,11/22/2015 12:52:00 PM,11/16/2013,Adoption,,Other,Unknown,2 years,Ferret Mix,Sable,5 days 23:49:00
A785966,Cotton Tail,2018-12-13 18:05:00,12/13/2018 06:05:00 PM,13000 Dwight Eisenhower Drive in Manor (TX),Stray,Normal,Other,Intact Female,2 months,Lionhead Mix,Brown,Cotton Tail,2019-05-22 13:31:00,05/22/2019 01:31:00 PM,09/20/2018,Adoption,Foster,Other,Spayed Female,8 months,Lionhead Mix,Brown,159 days 19:26:00
A806620,*Coco,2019-10-13 13:21:00,10/13/2019 01:21:00 PM,2407 West Slaughter in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Lionhead,Brown,*Coco,2019-10-31 12:29:00,10/31/2019 12:29:00 PM,10/13/2018,Adoption,,Other,Spayed Female,1 year,Lionhead,Brown,17 days 23:08:00
A797545,Midnight,2019-06-14 15:10:00,06/14/2019 03:10:00 PM,Alomar Cove in Travis (TX),Stray,Normal,Other,Intact Male,1 year,American,Black,Midnight,2019-10-07 19:26:00,10/07/2019 07:26:00 PM,06/14/2018,Adoption,,Other,Neutered Male,1 year,American,Black,115 days 04:16:00
A797545,Midnight,2019-06-14 15:10:00,06/14/2019 03:10:00 PM,Alomar Cove in Travis (TX),Stray,Normal,Other,Intact Male,1 year,American,Black,Midnight,2019-07-05 13:39:00,07/05/2019 01:39:00 PM,06/14/2018,Adoption,,Other,Neutered Male,1 year,American,Black,20 days 22:29:00
A797545,Midnight,2019-10-06 14:05:00,10/06/2019 02:05:00 PM,Austin (TX),Owner Surrender,Normal,Other,Neutered Male,1 year,American,Black,Midnight,2019-10-07 19:26:00,10/07/2019 07:26:00 PM,06/14/2018,Adoption,,Other,Neutered Male,1 year,American,Black,1 days 05:21:00
A797545,Midnight,2019-10-06 14:05:00,10/06/2019 02:05:00 PM,Austin (TX),Owner Surrender,Normal,Other,Neutered Male,1 year,American,Black,Midnight,2019-07-05 13:39:00,07/05/2019 01:39:00 PM,06/14/2018,Adoption,,Other,Neutered Male,1 year,American,Black,-94 days +23:34:00
