Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating,Found State,Found City
800292,,2019-07-18 18:31:00,836 Airport Boulevard,Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby,2019-07-25 15:30:00,3/19/2019,Transfer,Snr,Intact Male,4 months,6 days 20:59:00,6,Not Adopted,TX,Austin 
800291,Yeti,2019-07-18 18:34:00,Shoreline Drive,Stray,Normal,Dog,Intact Male,1 month,Great Pyrenees,White,2019-08-09 14:05:00,5/18/2019,Adoption,Foster,Intact Male,2 months,21 days 19:31:00,21,C,TX,Austin 
800290,,2019-07-18 18:08:00,2513 San Gabriel,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black,2019-07-27 17:19:00,4/18/2019,Transfer,Snr,Intact Male,3 months,8 days 23:11:00,8,Not Adopted,TX,Austin 
800289,,2019-07-18 18:08:00,2513 San Gabriel,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black,2019-07-22 17:45:00,4/18/2019,Transfer,Snr,Intact Male,3 months,3 days 23:37:00,3,Not Adopted,TX,Austin 
800288,,2019-07-18 18:08:00,2513 San Gabriel,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,2019-07-22 17:45:00,4/18/2019,Transfer,Snr,Intact Male,3 months,3 days 23:37:00,3,Not Adopted,TX,Austin 
800287,,2019-07-18 18:08:00,2513 San Gabriel,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,2019-07-22 17:45:00,4/18/2019,Transfer,Snr,Intact Male,3 months,3 days 23:37:00,3,Not Adopted,TX,Austin 
800286,*Brandon,2019-07-18 18:10:00,3023 East 17Th Stree,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black,2019-07-24 14:40:00,4/18/2019,Transfer,Partner,Intact Male,3 months,5 days 20:30:00,5,Not Adopted,TX,Austin 
800285,*Texaco,2019-07-18 18:10:00,8101 Salt Springs Road,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie,2019-07-30 15:57:00,4/18/2019,Transfer,Partner,Intact Female,3 months,11 days 21:47:00,11,Not Adopted,TX,Austin 
800284,*Valero,2019-07-18 18:10:00,8101 Salt Springs Road,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie,2019-07-30 15:57:00,4/18/2019,Transfer,Partner,Intact Female,3 months,11 days 21:47:00,11,Not Adopted,TX,Austin 
800283,*Puck,2019-07-18 17:44:00,2411 Village Walk,Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Black/White,2019-07-30 15:26:00,6/30/2019,Transfer,Partner,Intact Male,4 weeks,11 days 21:42:00,11,Not Adopted,TX,Austin 
800282,*Titania,2019-07-18 17:44:00,2411 Village Walk,Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie,2019-07-30 15:25:00,6/30/2019,Transfer,Partner,Intact Female,4 weeks,11 days 21:41:00,11,Not Adopted,TX,Austin 
800281,*Oberon,2019-07-18 17:44:00,2411 Village Walk,Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Black,2019-07-30 15:25:00,6/30/2019,Transfer,Partner,Intact Male,4 weeks,11 days 21:41:00,11,Not Adopted,TX,Austin 
800280,,2019-07-18 17:06:00,10901 North  Lamar Boulevard,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Orange Tabby,2019-07-29 14:52:00,4/27/2019,Transfer,Snr,Intact Female,3 months,10 days 21:46:00,10,Not Adopted,TX,Austin 
800279,,2019-07-18 17:06:00,10901 North  Lamar Boulevard,Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Calico,2019-07-29 14:52:00,7/18/2018,Transfer,Snr,Intact Female,1 year,10 days 21:46:00,10,Not Adopted,TX,Austin 
800277,,2019-07-18 17:06:00,10901 North  Lamar Boulevard,Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Cream Tabby/White,2019-07-29 14:52:00,3/18/2019,Transfer,Snr,Intact Male,4 months,10 days 21:46:00,10,Not Adopted,TX,Austin 
800276,Porkchop,2019-07-18 17:34:00,5100 W 290 Hwy,Public Assist,Normal,Dog,Intact Male,14 years,Australian Cattle Dog,Tan,2019-07-19 13:06:00,9/19/2004,Return to Owner,,Intact Male,14 years,0 days 19:32:00,0,Not Adopted,TX,Austin 
800273,*Lucy,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico,2019-09-16 17:29:00,5/18/2019,Adoption,,Spayed Female,3 months,60 days 01:10:00,60,D,TX,Austin 
800272,*Luis,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,2019-09-16 17:29:00,5/18/2019,Adoption,,Neutered Male,3 months,60 days 01:10:00,60,D,TX,Austin 
800271,Nyx,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Blue,2019-09-27 16:47:00,5/3/2019,Adoption,,Spayed Female,4 months,71 days 00:28:00,71,D,TX,Austin 
800270,*Ophelia,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Blue,2019-09-23 17:45:00,5/3/2019,Adoption,,Spayed Female,4 months,67 days 01:26:00,67,D,TX,Austin 
800269,*Hamlet,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue,2019-09-26 18:17:00,5/3/2019,Adoption,,Neutered Male,4 months,70 days 01:58:00,70,D,TX,Austin 
800268,*Landon,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Black,2019-10-07 19:11:00,5/18/2019,Euthanasia,Suffering,Intact Male,4 months,81 days 02:52:00,81,Not Adopted,TX,Austin 
800267,*Layla,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue/White,2019-07-18 11:03:00,5/18/2019,Died,In Kennel,Intact Female,1 month,-1 days +18:44:00,-1,Not Adopted,TX,Austin 
800266,Mickey,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,2019-10-05 18:29:00,5/18/2019,Adoption,,Intact Male,4 months,79 days 02:10:00,79,D,TX,Austin 
800265,,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,2019-10-23 11:25:00,6/3/2019,Adoption,,Neutered Male,4 months,96 days 19:06:00,96,F,TX,Austin 
800264,,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Sick,Cat,Intact Male,1 month,Domestic Medium Hair,Black/White,2019-10-31 19:27:00,6/3/2019,Adoption,,Neutered Male,4 months,105 days 03:08:00,10,B,TX,Austin 
800263,,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Sick,Cat,Intact Male,1 month,Domestic Shorthair,White,2019-10-27 18:47:00,6/3/2019,Adoption,,Neutered Male,4 months,101 days 02:28:00,10,B,TX,Austin 
800262,*Kibble,2019-07-18 16:19:00,439 Industrial Boulevarad,Owner Surrender,Sick,Cat,Intact Female,1 month,Domestic Shorthair,White,2019-10-15 11:30:00,6/3/2019,Transfer,Partner,Intact Female,4 months,88 days 19:11:00,88,Not Adopted,TX,Austin 
800261,*Dorothy,2019-07-18 16:49:00,2430 Cromwell,Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Tan/White,2019-08-21 11:07:00,7/18/2017,Transfer,Partner,Intact Female,2 years,33 days 18:18:00,33,Not Adopted,TX,Austin 
800260,Murphy,2019-07-18 16:56:00,12118 Walnut Park Crossing,Stray,Normal,Dog,Intact Male,5 months,Boxer/Labrador Retriever,Brown/White,2019-07-26 18:14:00,1/26/2019,Adoption,,Neutered Male,5 months,8 days 01:18:00,8,B,TX,Austin 
800254,Piper,2019-07-18 15:57:00,20400 Quiet Oaks Lane,Stray,Normal,Dog,Intact Female,1 month,German Shepherd,Brown/White,2019-07-23 17:02:00,5/18/2019,Adoption,,Spayed Female,2 months,5 days 01:05:00,5,,TX,Travis 
800253,,2019-07-20 09:52:00,4006 Reynosa Drive,Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Calico,2019-07-29 14:52:00,7/18/2017,Transfer,Snr,Intact Female,2 years,9 days 05:00:00,9,Not Adopted,TX,Austin 
800251,Kobe,2019-07-18 15:22:00,,Public Assist,Normal,Dog,Intact Male,2 years,Doberman Pinsch,Red,2019-08-01 19:00:00,1/18/2017,Return to Owner,,Neutered Male,2 years,14 days 03:38:00,14,Not Adopted,TX,Austin 
800249,,2019-07-18 14:55:00,1308 Thornberry Road,Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Calico,2019-07-19 18:21:00,7/18/2018,Transfer,Partner,Intact Female,1 year,1 days 03:26:00,1,Not Adopted,TX,Travis 
800248,,2019-07-18 14:54:00,5616 Emerld Fore,Stray,Normal,Dog,Intact Female,4 months,Brittany Mix,Brown/White,2019-07-18 17:50:00,3/18/2019,Transfer,Partner,Intact Female,4 months,0 days 02:56:00,0,Not Adopted,TX,Austin 
800247,,2019-07-18 15:16:00,10801 S Ih 35,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2019-07-19 09:11:00,7/18/2018,Euthanasia,Rabies Risk,Unknown,1 year,0 days 17:55:00,0,Not Adopted,TX,Austin 
800245,*Gertie,2019-07-18 14:28:00,5106 Village Square,Stray,Normal,Dog,Intact Female,1 year,Pit Bull/Boxer,White/Brown,2019-08-07 06:53:00,7/18/2018,Transfer,Partner,Spayed Female,1 year,19 days 16:25:00,19,Not Adopted,TX,Austin 
800243,Oliver,2019-07-18 13:59:00,,Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Medium Hair,Orange Tabby/White,2019-07-27 15:22:00,4/18/2019,Adoption,,Intact Male,3 months,9 days 01:23:00,9,B,TX,Austin 
800242,,2019-07-18 13:50:00,407 North Pleasant Valley Road,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie,2019-07-22 17:24:00,4/22/2019,Adoption,,Spayed Female,2 months,4 days 03:34:00,4,A,TX,Austin 
800240,,2019-07-18 13:16:00,,Owner Surrender,Sick,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby,2019-07-18 15:01:00,7/3/2019,Transfer,Partner,Unknown,2 weeks,0 days 01:45:00,0,Not Adopted,TX,Austin 
800239,*Seymour,2019-07-18 13:32:00,12605 Cholla D,Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,White/Black,2019-08-31 17:45:00,7/18/2018,Adoption,,Neutered Male,1 year,44 days 04:13:00,44,D,TX,Austin 
800238,,2019-07-18 13:16:00,2124 East 6Th Stree,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,2019-08-03 16:43:00,5/18/2019,Adoption,,Neutered Male,2 months,16 days 03:27:00,16,C,TX,Austin 
800236,*Paisley,2019-07-18 12:40:00,416 Thompson Lane,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,2019-09-01 17:41:00,6/1/2019,Adoption,,Spayed Female,3 months,45 days 05:01:00,45,D,TX,Austin 
800235,Maco,2019-07-18 12:26:00,,Owner Surrender,Normal,Dog,Intact Male,4 months,Pit Bull/Boxer,Brown Brindle/White,2019-07-23 17:21:00,2/18/2019,Transfer,Partner,Intact Male,5 months,5 days 04:55:00,5,Not Adopted,TX,Travis 
800234,,2019-07-18 12:17:00,9Th Street And Henderson Stree,Stray,Normal,Cat,Unknown,4 months,Domestic Shorthair,Brown Tabby/White,2019-07-22 17:44:00,3/3/2019,Transfer,Snr,Unknown,4 months,4 days 05:27:00,4,Not Adopted,TX,Austin 
800233,,2019-07-18 12:12:00,11001 South First Stree,Stray,Normal,Cat,Intact Female,2 years,Domestic Medium Hair,Brown Tabby/White,2019-07-22 17:43:00,7/18/2017,Transfer,Snr,Intact Female,2 years,4 days 05:31:00,4,Not Adopted,TX,Austin 
800231,,2019-07-18 11:51:00,3008 Puebla Drive,Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair,Orange Tabby,2019-07-22 17:43:00,7/18/2016,Transfer,Snr,Intact Male,3 years,4 days 05:52:00,4,Not Adopted,TX,Travis 
800230,,2019-07-18 14:53:00,1214 Oltorf S,Stray,Normal,Bird,Intact Female,1 year,Chicken,Black,2019-07-25 16:33:00,7/18/2018,Adoption,,Intact Female,1 year,7 days 01:40:00,7,B,TX,Austin 
800229,,2019-07-18 11:48:00,4104 Sugarloaf D,Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair,Orange,2019-07-19 08:24:00,7/18/2019,Died,In Kennel,Unknown,1 day,0 days 20:36:00,0,Not Adopted,TX,Austin 
800228,,2019-07-18 11:37:00,6906 Clubway Lane,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black,2019-08-07 21:49:00,5/7/2019,Adoption,,Spayed Female,3 months,20 days 10:12:00,20,C,TX,Austin 
800226,*260 Grams,2019-07-18 11:27:00,7901 East Riverside Drive,Stray,Normal,Cat,Intact Male,3 weeks,Siamese mix,White/Tan,2019-07-18 14:55:00,6/26/2019,Transfer,Partner,Intact Male,3 weeks,0 days 03:28:00,0,Not Adopted,TX,Austin 
800225,*213 Grams,2019-07-18 11:27:00,7901 East Riverside Drive,Stray,Normal,Cat,Intact Female,3 weeks,Siamese mix,White,2019-07-18 14:56:00,6/26/2019,Transfer,Partner,Intact Female,3 weeks,0 days 03:29:00,0,Not Adopted,TX,Austin 
800224,*218 Grams,2019-07-18 11:27:00,7901 East Riverside Drive,Stray,Normal,Cat,Intact Male,3 weeks,Siamese mix,White,2019-07-18 14:56:00,6/26/2019,Transfer,Partner,Intact Male,3 weeks,0 days 03:29:00,0,Not Adopted,TX,Austin 
800223,*218 Grams,2019-07-18 11:27:00,7901 East Riverside Drive,Stray,Normal,Cat,Intact Male,3 weeks,Siamese mix,White,2019-07-18 14:58:00,6/26/2019,Transfer,Partner,Intact Male,3 weeks,0 days 03:31:00,0,Not Adopted,TX,Austin 
800222,*223 Grams,2019-07-18 11:27:00,7901 East Riverside Drive,Stray,Normal,Cat,Intact Female,3 weeks,Siamese mix,White,2019-07-18 15:00:00,6/26/2019,Transfer,Partner,Intact Female,3 weeks,0 days 03:33:00,0,Not Adopted,TX,Austin 
800217,Peaches,2019-07-18 11:14:00,5701 Johnny Morris Road,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico,2019-08-10 21:47:00,6/3/2019,Adoption,,Intact Female,2 months,23 days 10:33:00,23,C,TX,Austin 
800216,*Pluto,2019-08-16 17:28:00,,Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White,2019-08-17 14:49:00,6/3/2019,Adoption,,Neutered Male,2 months,0 days 21:21:00,0,AA,TX,Austin 
800215,*Barney,2019-07-18 11:14:00,1510 Frontier Valley Drive,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Tan/White,2019-08-16 13:39:00,7/18/2017,Transfer,Partner,Neutered Male,2 years,29 days 02:25:00,29,Not Adopted,TX,Austin 
800212,,2019-07-18 10:35:00,6311 El Mirando,Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby/White,2019-07-22 17:43:00,3/18/2019,Transfer,Snr,Intact Female,4 months,4 days 07:08:00,4,Not Adopted,TX,Austin 
800211,,2019-07-18 10:35:00,6311 El Mirando,Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby/White,2019-07-22 17:42:00,2/18/2019,Transfer,Snr,Intact Male,5 months,4 days 07:07:00,4,Not Adopted,TX,Austin 
800210,,2019-07-18 10:35:00,6311 El Mirando,Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Orange Tabby,2019-07-22 17:39:00,3/18/2019,Transfer,Snr,Intact Male,4 months,4 days 07:04:00,4,Not Adopted,TX,Austin 
800208,,2019-07-18 09:46:00,1212 Westheimer Drive,Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,White/Orange,2019-07-29 14:51:00,7/18/2018,Transfer,Snr,Intact Male,1 year,11 days 05:05:00,11,Not Adopted,TX,Austin 
800204,,2019-07-17 18:40:00,4710 E 5Th S,Stray,Sick,Cat,Intact Female,1 month,Domestic Longhair,Torbie,2019-07-21 11:03:00,5/17/2019,Disposal,,Intact Female,2 months,3 days 16:23:00,3,Not Adopted,TX,Austin 
800203,,2019-07-17 18:23:00,2207 Wickersham Lane,Stray,Normal,Cat,Neutered Male,2 years,Siamese mix,Seal Point/White,2019-07-21 11:12:00,7/17/2017,Transfer,Snr,Neutered Male,2 years,3 days 16:49:00,3,Not Adopted,TX,Austin 
800202,Bootsie,2019-07-17 17:53:00,5103 Nixon Lane,Stray,Normal,Cat,Intact Female,2 days,Domestic Shorthair,Black/White,2019-10-17 11:53:00,7/15/2019,Adoption,Foster,Spayed Female,3 months,91 days 18:00:00,91,F,TX,Austin 
800201,Princess,2019-07-17 17:53:00,5103 Nixon Lane,Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Calico,2019-10-22 12:05:00,8/1/2019,Adoption,Foster,Spayed Female,2 months,96 days 18:12:00,96,F,TX,Austin 
800200,*Jewels,2019-07-17 17:53:00,5103 Nixon Lane,Stray,Normal,Cat,Intact Female,8 months,Domestic Shorthair,Calico,2019-08-25 17:07:00,10/17/2018,Adoption,,Spayed Female,10 months,38 days 23:14:00,38,D,TX,Austin 
800199,*Soliloquy,2019-07-17 17:27:00,110 Bolles Circle,Stray,Normal,Dog,Intact Female,5 months,Pit Bull,Blue/White,2019-07-27 14:41:00,1/17/2019,Adoption,,Spayed Female,6 months,9 days 21:14:00,9,B,TX,Austin 
800197,Anti,2019-07-17 17:06:00,7883 Lakewood Drive,Stray,Normal,Cat,Neutered Male,10 years,Domestic Longhair,Brown Tabby,2019-07-26 13:47:00,4/1/2009,Adoption,,Neutered Male,10 years,8 days 20:41:00,8,B,TX,Austin 
800195,Elliot,2019-07-17 15:54:00,7201 Levander Loop,Stray,Normal,Dog,Intact Male,2 years,Miniature Schnauzer,Black,2019-07-18 12:32:00,7/17/2017,Return to Owner,,Intact Male,2 years,0 days 20:38:00,0,Not Adopted,TX,Austin 
800192,,2019-07-17 15:33:00,9442 N Capital Of Texas Hwy,Public Assist,Normal,Other,Unknown,1 year,Bat,Brown,2019-07-19 09:11:00,7/17/2018,Euthanasia,Rabies Risk,Unknown,1 year,1 days 17:38:00,1,Not Adopted,TX,Austin 
800191,Mango,2019-07-17 14:40:00,,Owner Surrender,Normal,Dog,Intact Female,8 months,Pit Bull/Australian Kelpie,Red/White,2019-07-25 17:15:00,10/17/2018,Adoption,,Spayed Female,9 months,8 days 02:35:00,8,B,TX,Austin 
800190,,2019-07-17 14:29:00,1607 East 7Th Stree,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,2019-07-23 15:14:00,5/17/2019,Transfer,Partner,Intact Female,2 months,6 days 00:45:00,6,Not Adopted,TX,Austin 
800189,,2019-07-17 14:29:00,1607 East 7Th Stree,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,2019-07-23 15:14:00,6/2/2019,Transfer,Partner,Intact Male,1 month,6 days 00:45:00,6,Not Adopted,TX,Austin 
800187,,2019-07-17 13:47:00,1101 Brodie Stree,Stray,Normal,Cat,Unknown,1 year,Abyssinian mix,Brown,2019-07-21 11:11:00,7/17/2018,Transfer,Snr,Unknown,1 year,3 days 21:24:00,3,Not Adopted,TX,Austin 
800186,Bruno,2019-07-17 13:36:00,14312 Hunters Bend,Stray,Normal,Dog,Intact Male,4 months,Rottweiler/Labrador Retriever,Black/Brown,2019-07-23 17:21:00,3/8/2019,Transfer,Partner,Intact Male,4 months,6 days 03:45:00,6,Not Adopted,TX,Austin 
800185,Celest,2019-07-17 13:36:00,14312 Hunters Bend,Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever,White,2019-07-21 17:20:00,1/17/2019,Adoption,,Spayed Female,6 months,4 days 03:44:00,4,A,TX,Austin 
800184,Mia,2019-07-17 13:36:00,14312 Hunters Bend,Stray,Normal,Dog,Intact Female,5 months,Labrador Retriever,Yellow,2019-07-19 12:25:00,1/17/2019,Return to Owner,,Intact Female,6 months,1 days 22:49:00,1,Not Adopted,TX,Austin 
800183,,2019-07-17 13:22:00,9200 Wall S,Stray,Injured,Cat,Intact Female,3 years,Domestic Shorthair,Tortie,2019-07-17 14:09:00,7/17/2016,Euthanasia,Suffering,Intact Female,3 years,0 days 00:47:00,0,Not Adopted,TX,Austin 
800182,,2019-07-17 13:07:00,9201 Circuit Of The Americas Boulevard,Stray,Normal,Dog,Intact Female,4 months,German Shepherd Mix,Black/Tan,2019-07-22 16:28:00,3/17/2019,Adoption,,Spayed Female,4 months,5 days 03:21:00,5,,TX,Travis 
800181,,2019-07-17 13:07:00,9201 Circuit Of The Americas Boulevard,Stray,Normal,Dog,Intact Female,4 months,German Shepherd Mix,Black/Tan,2019-07-21 18:09:00,3/17/2019,Adoption,,Spayed Female,4 months,4 days 05:02:00,4,A,TX,Travis 
800180,*Haiku,2019-07-17 13:07:00,9201 Circuit Of The Americas Boulevard,Stray,Normal,Dog,Intact Female,1 year,German Shepherd Mix,Black/Tan,2019-07-24 15:38:00,7/17/2018,Transfer,Partner,Intact Female,1 year,7 days 02:31:00,7,Not Adopted,TX,Travis 
800179,,2019-07-17 12:55:00,East Oltorf And Burto,Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair,White/Tan,2019-07-23 17:17:00,7/17/2015,Transfer,Partner,Intact Female,4 years,6 days 04:22:00,6,Not Adopted,TX,Austin 
800178,Sohma,2019-07-17 12:55:00,East Oltorf And Burto,Stray,Normal,Dog,Intact Male,9 months,Border Collie Mix,Black/White,2019-07-21 16:32:00,9/17/2018,Adoption,,Neutered Male,10 months,4 days 03:37:00,4,A,TX,Austin 
800177,,2019-07-17 12:33:00,3900 Hazy Hilss Drive,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,2019-08-21 16:29:00,4/20/2019,Adoption,,Neutered Male,4 months,35 days 03:56:00,35,D,TX,Travis 
800176,Oreo,2019-08-05 10:21:00,Hunters Bend And Halliday Avenue,Stray,Normal,Dog,Intact Male,5 months,Alaskan Husky,Black/White,2019-08-05 13:43:00,2/17/2019,Return to Owner,,Intact Male,5 months,0 days 03:22:00,0,Not Adopted,TX,Austin 
800175,Odis,2019-07-17 12:31:00,6800 Bright Star Lane,Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White,2019-07-18 16:29:00,7/17/2017,Return to Owner,,Intact Male,2 years,1 days 03:58:00,1,Not Adopted,TX,Austin 
800172,Pelusa,2019-07-17 12:14:00,Mano,Owner Surrender,Normal,Dog,Spayed Female,5 years,Soft Coated Wheaten Terrier,White,2019-07-17 16:08:00,7/17/2014,Transfer,Partner,Spayed Female,5 years,0 days 03:54:00,0,Not Adopted,TX,Manor 
800170,,2019-07-17 11:52:00,1401 East Rundberg Lane,Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Cream Tabby/White,2019-07-21 11:11:00,3/17/2019,Transfer,Snr,Intact Female,4 months,3 days 23:19:00,3,Not Adopted,TX,Austin 
800169,,2019-07-17 11:52:00,1401 East Rundberg Lane,Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Orange Tabby/White,2019-07-21 11:10:00,3/17/2019,Transfer,Snr,Intact Female,4 months,3 days 23:18:00,3,Not Adopted,TX,Austin 
800168,Cimon,2019-07-18 11:45:00,,Public Assist,Normal,Dog,Intact Female,10 years,Chihuahua Shorthair,White/Brown,2019-07-26 12:08:00,7/17/2009,Return to Owner,,Intact Female,10 years,8 days 00:23:00,8,Not Adopted,TX,Austin 
800167,,2019-07-17 11:50:00,12315 Calduis Road,Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Buff,2019-07-17 15:17:00,6/29/2019,Transfer,Partner,Intact Female,2 weeks,0 days 03:27:00,0,Not Adopted,TX,Austin 
800166,,2019-07-17 11:36:00,5301 E Stassneey Lane,Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair,Brown Tabby,2019-07-21 11:09:00,1/17/2019,Transfer,Snr,Intact Male,6 months,3 days 23:33:00,3,Not Adopted,TX,Austin 
800165,,2019-07-17 11:33:00,7201 Wood Hollow Drive,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Gray Tabby/White,2019-07-21 11:08:00,4/17/2019,Transfer,Snr,Intact Female,3 months,3 days 23:35:00,3,Not Adopted,TX,Austin 
800164,*Hamilton,2019-07-17 11:02:00,416 Thompson Lane #D,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White,2019-11-01 11:28:00,6/6/2019,Adoption,Foster,Neutered Male,4 months,107 days 00:26:00,10,B,TX,Austin 
800163,*Peggy,2019-07-17 11:02:00,416 Thompson Lane #D,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby,2019-09-12 10:43:00,6/6/2019,Adoption,Foster,Spayed Female,3 months,56 days 23:41:00,56,D,TX,Austin 
800162,*Eliza,2019-07-17 11:02:00,416 Thompson Lane #D,Stray,Normal,Cat,Intact Female,1 month,Snowshoe mix,Seal Point,2019-09-12 10:47:00,6/6/2019,Adoption,Foster,Spayed Female,3 months,56 days 23:45:00,56,D,TX,Austin 
800160,*Angelica,2019-07-17 11:02:00,416 Thompson Lane #D,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,2019-11-01 11:33:00,6/6/2019,Adoption,Foster,Spayed Female,4 months,107 days 00:31:00,10,B,TX,Austin 
800156,,2019-07-16 12:44:00,Suzi Lane And Royston Drive in Pflugerville,Stray,Normal,Cat,Intact Female,0 years,Domestic Medium Hair,Blue/White,2019-07-22 14:45:00,7/16/2019,Transfer,Partner,Intact Female,6 days,6 days 02:01:00,6,Not Adopted,TX,rville 
800155,,2019-07-16 12:44:00,Suzi Lane And Royston Drive in Pflugerville,Stray,Normal,Cat,Intact Female,0 years,Domestic Medium Hair,Black,2019-07-22 14:45:00,7/16/2019,Transfer,Partner,Intact Female,6 days,6 days 02:01:00,6,Not Adopted,TX,rville 
800153,,2019-07-17 08:57:00,4702 Quicksilver Blvd,Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,2019-08-03 17:05:00,5/17/2019,Transfer,Partner,Intact Female,2 months,17 days 08:08:00,17,Not Adopted,TX,Austin 
800152,,2019-07-17 08:46:00,2010 E 6Th S,Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tiger,2019-07-17 10:43:00,7/17/2017,Euthanasia,Suffering,Intact Male,2 years,0 days 01:57:00,0,Not Adopted,TX,Austin 
800150,Jerry,2019-07-17 08:07:00,11900 Briarcreek Loop,Owner Surrender,Injured,Dog,Intact Male,9 years,Chihuahua Shorthair,White,2019-07-17 12:05:00,7/17/2010,Euthanasia,Suffering,Intact Male,9 years,0 days 03:58:00,0,Not Adopted,TX,Austin 
800149,,2019-07-16 21:17:00,3300 W Wells Branch,Public Assist,Normal,Other,Unknown,1 year,Bat,Brown,2019-07-17 10:04:00,7/16/2018,Disposal,,Unknown,1 year,0 days 12:47:00,0,Not Adopted,TX,Travis 
