Animal ID,Name_in,DateTime_in,MonthYear_in,Found Location,Intake Type,Intake Condition,Animal Type_in,Sex upon Intake,Age upon Intake,Breed_in,Color_in,Name_out,DateTime_out,MonthYear_out,Date of Birth,Outcome Type,Outcome Subtype,Animal Type_out,Sex upon Outcome,Age upon Outcome,Breed_out,Color_out,shelter_time
A786714,Henrietta,2018-12-31 09:26:00,12/31/2018 09:26:00 AM,5Th And Red River in Austin (TX),Public Assist,Normal,Bird,Intact Female,2 years,Chicken,Black/Gold,Henrietta,2019-01-22 11:14:00,01/22/2019 11:14:00 AM,12/31/2016,Adoption,,Bird,Intact Female,2 years,Chicken,Black/Gold,22 days 01:48:00
A750211,,2017-05-24 13:13:00,05/24/2017 01:13:00 PM,2301 Scarbrough in Austin (TX),Stray,Normal,Bird,Intact Male,1 year,Peafowl Mix,Blue/Green,,2017-05-30 14:06:00,05/30/2017 02:06:00 PM,05/24/2016,Adoption,,Bird,Intact Male,1 year,Peafowl Mix,Blue/Green,6 days 00:53:00
A805691,,2019-09-30 18:04:00,09/30/2019 06:04:00 PM,Chesterfield Avenue And Nelray Boulevard in Austin (TX),Stray,Normal,Bird,Unknown,6 months,Parakeet,Blue/Black,,2019-10-17 12:01:00,10/17/2019 12:01:00 PM,03/30/2019,Adoption,Foster,Bird,Unknown,6 months,Parakeet,Blue/Black,16 days 17:57:00
A769761,,2018-04-09 18:49:00,04/09/2018 06:49:00 PM,Austin (TX),Stray,Normal,Bird,Intact Male,1 year,Chicken Mix,Black/White,,2018-04-25 12:45:00,04/25/2018 12:45:00 PM,04/09/2017,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/White,15 days 17:56:00
A779685,,2018-09-04 13:02:00,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken,Red/Black,,2018-09-21 17:31:00,09/21/2018 05:31:00 PM,09/04/2017,Adoption,,Bird,Intact Male,1 year,Chicken,Red/Black,17 days 04:29:00
A732266,Tucker,2016-08-04 18:58:00,08/04/2016 06:58:00 PM,Austin (TX),Owner Surrender,Normal,Bird,Intact Male,8 years,Duck Mix,Black,Tucker,2016-08-06 12:23:00,08/06/2016 12:23:00 PM,08/04/2008,Adoption,,Bird,Intact Male,8 years,Duck Mix,Black,1 days 17:25:00
A722606,,2016-03-19 13:07:00,03/19/2016 01:07:00 PM,Old Lockhart Rd in Travis (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken Mix,Red,,2016-05-03 14:24:00,05/03/2016 02:24:00 PM,03/19/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Red,45 days 01:17:00
A779692,,2018-09-04 13:02:00,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Female,1 year,Chicken,White/Brown,,2018-09-23 10:32:00,09/23/2018 10:32:00 AM,09/04/2017,Adoption,,Bird,Intact Female,1 year,Chicken,White/Brown,18 days 21:30:00
A818738,,2020-06-14 14:33:00,06/14/2020 02:33:00 PM,2601 South Interstate 35 in Austin (TX),Stray,Injured,Bird,Unknown,2 years,Parakeet,Blue/White,,2020-06-20 00:00:00,06/20/2020 12:00:00 AM,06/14/2018,Adoption,,Bird,Unknown,2 years,Parakeet,Blue/White,5 days 09:27:00
A722189,Basil,2016-03-12 13:11:00,03/12/2016 01:11:00 PM,Austin (TX),Owner Surrender,Normal,Bird,Intact Male,18 years,Parrot Mix,Gray/Red,Basil,2016-03-12 19:07:00,03/12/2016 07:07:00 PM,03/12/1998,Adoption,,Bird,Intact Male,18 years,Parrot Mix,Gray/Red,0 days 05:56:00
A771820,,2018-05-10 12:06:00,05/10/2018 12:06:00 PM,12112 Lavinia Ln in Austin (TX),Stray,Normal,Bird,Unknown,2 years,Chicken Mix,Red,,2018-05-17 11:31:00,05/17/2018 11:31:00 AM,05/10/2016,Adoption,,Bird,Unknown,2 years,Chicken Mix,Red,6 days 23:25:00
A694121,,2014-12-20 15:39:00,12/20/2014 03:39:00 PM,Austin (TX),Owner Surrender,Normal,Bird,Unknown,1 year,Finch,White/Gray,,2014-12-21 18:03:00,12/21/2014 06:03:00 PM,12/20/2013,Adoption,,Bird,Unknown,1 year,Finch,White/Gray,1 days 02:24:00
A745684,,2017-03-22 11:46:00,03/22/2017 11:46:00 AM,Austin (TX),Stray,Normal,Bird,Unknown,5 months,Parakeet Mix,White,,2017-03-29 11:12:00,03/29/2017 11:12:00 AM,09/25/2016,Adoption,,Bird,Unknown,6 months,Parakeet Mix,White,6 days 23:26:00
A779679,,2018-09-04 13:02:00,09/04/2018 01:02:00 PM,107 E Brenham St Side B in Manor (TX),Public Assist,Normal,Bird,Intact Female,1 year,Chicken,Black/White,,2018-09-20 18:30:00,09/20/2018 06:30:00 PM,09/04/2017,Adoption,,Bird,Intact Female,1 year,Chicken,Black/White,16 days 05:28:00
A721860,,2016-03-06 10:47:00,03/06/2016 10:47:00 AM,2401 Marcus Abrams in Austin (TX),Stray,Injured,Bird,Unknown,5 years,Parrot,Green/Gray,,2016-03-10 20:22:00,03/10/2016 08:22:00 PM,03/06/2011,Adoption,,Bird,Unknown,5 years,Parrot,Green/Gray,4 days 09:35:00
A781543,,2018-10-01 13:25:00,10/01/2018 01:25:00 PM,Austin (TX),Owner Surrender,Normal,Bird,Intact Male,2 years,Chicken Mix,Red,,2018-10-11 17:53:00,10/11/2018 05:53:00 PM,10/01/2016,Adoption,,Bird,Intact Male,2 years,Chicken Mix,Red,10 days 04:28:00
A720731,Rooster 15,2016-02-14 16:02:00,02/14/2016 04:02:00 PM,21413 Webber Oaks Cv in Travis (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken Mix,Cream/Black,Rooster 15,2016-03-08 12:52:00,03/08/2016 12:52:00 PM,02/14/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Cream/Black,22 days 20:50:00
A817897,,2020-05-28 12:24:00,05/28/2020 12:24:00 PM,9505 Gambels Quail Dr in Austin (TX),Stray,Injured,Bird,Intact Male,2 years,Chicken,Fawn/Black,,2020-06-09 21:47:00,06/09/2020 09:47:00 PM,05/28/2018,Adoption,,Bird,Intact Male,2 years,Chicken,Fawn/Black,12 days 09:23:00
A720732,*Randy,2016-02-14 16:02:00,02/14/2016 04:02:00 PM,21413 Webber Oaks Cv in Travis (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken Mix,Black/Red,*Randy,2016-03-08 17:20:00,03/08/2016 05:20:00 PM,02/14/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/Red,23 days 01:18:00
A694122,,2014-12-20 15:39:00,12/20/2014 03:39:00 PM,Austin (TX),Owner Surrender,Normal,Bird,Intact Female,1 year,Parakeet,White,,2014-12-26 14:30:00,12/26/2014 02:30:00 PM,12/20/2013,Adoption,,Bird,Intact Female,1 year,Parakeet,White,5 days 22:51:00
A779660,,2018-09-04 13:02:00,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken,Red/Black,,2018-10-11 17:53:00,10/11/2018 05:53:00 PM,09/04/2017,Adoption,,Bird,Intact Male,1 year,Chicken,Red/Black,37 days 04:51:00
A779668,,2018-09-04 13:02:00,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Female,1 year,Chicken,Black/White,,2018-09-22 19:36:00,09/22/2018 07:36:00 PM,09/04/2017,Adoption,,Bird,Intact Female,1 year,Chicken,Black/White,18 days 06:34:00
A781545,,2018-10-01 13:25:00,10/01/2018 01:25:00 PM,Austin (TX),Owner Surrender,Normal,Bird,Intact Female,6 months,Chicken Mix,Brown,,2018-10-10 10:52:00,10/10/2018 10:52:00 AM,04/01/2018,Adoption,,Bird,Intact Female,6 months,Chicken Mix,Brown,8 days 21:27:00
A700983,,2015-04-22 11:29:00,04/22/2015 11:29:00 AM,2418 Stratford Dr in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Parakeet Mix,Blue/White,,2015-05-08 16:50:00,05/08/2015 04:50:00 PM,04/22/2014,Adoption,,Bird,Unknown,1 year,Parakeet Mix,Blue/White,16 days 05:21:00
A821112,,2020-08-04 11:43:00,08/04/2020 11:43:00 AM,6903 Aries Ln in Austin (TX),Stray,Injured,Bird,Unknown,4 weeks,Chicken,White/Black,,2020-08-19 18:24:00,08/19/2020 06:24:00 PM,07/04/2020,Adoption,Foster,Bird,Unknown,1 month,Chicken,White/Black,15 days 06:41:00
A694123,,2014-12-20 15:39:00,12/20/2014 03:39:00 PM,Austin (TX),Owner Surrender,Normal,Bird,Intact Female,1 year,Parakeet,Green,,2014-12-26 14:31:00,12/26/2014 02:31:00 PM,12/20/2013,Adoption,,Bird,Intact Female,1 year,Parakeet,Green,5 days 22:52:00
A728248,,2016-06-01 14:24:00,06/01/2016 02:24:00 PM,7001 Thistle Hill in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Chicken Mix,Gray,,2016-06-20 12:28:00,06/20/2016 12:28:00 PM,06/01/2015,Adoption,Foster,Bird,Unknown,1 year,Chicken Mix,Gray,18 days 22:04:00
A770612,,2018-04-22 15:43:00,04/22/2018 03:43:00 PM,Ann Arbor Avenue in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Cockatiel Mix,Gray/Yellow,,2018-04-26 19:08:00,04/26/2018 07:08:00 PM,04/22/2017,Adoption,,Bird,Unknown,1 year,Cockatiel Mix,Gray/Yellow,4 days 03:25:00
A765793,,2018-01-27 00:00:00,01/27/2018 12:00:00 AM,7300 Daffan Alne in Travis (TX),Stray,Injured,Bird,Intact Male,1 year,Chicken Mix,Black/Red,,2018-02-21 13:51:00,02/21/2018 01:51:00 PM,01/26/2017,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/Red,25 days 13:51:00
A779670,,2018-09-04 13:02:00,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Female,1 year,Chicken,Yellow/Brown,,2018-09-22 19:35:00,09/22/2018 07:35:00 PM,09/04/2017,Adoption,,Bird,Intact Female,1 year,Chicken,Yellow/Brown,18 days 06:33:00
A720733,Rooster 17,2016-02-14 16:02:00,02/14/2016 04:02:00 PM,21413 Webber Oaks Cv in Travis (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken Mix,Black/Chocolate,Rooster 17,2016-03-08 18:52:00,03/08/2016 06:52:00 PM,02/14/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/Chocolate,23 days 02:50:00
A825548,,2020-11-05 21:50:00,11/05/2020 09:50:00 PM,4800 Hale in Austin (TX),Public Assist,Normal,Bird,Unknown,1 year,Cockatiel,White/Yellow,,2020-11-14 13:23:00,11/14/2020 01:23:00 PM,11/05/2019,Adoption,,Bird,Unknown,1 year,Cockatiel,White/Yellow,8 days 15:33:00
A742400,,2017-01-21 11:27:00,01/21/2017 11:27:00 AM,Austin (TX),Stray,Normal,Bird,Intact Male,6 months,Bantam Mix,Tan/Yellow,,2017-01-25 11:09:00,01/25/2017 11:09:00 AM,07/21/2016,Adoption,,Bird,Intact Male,6 months,Bantam Mix,Tan/Yellow,3 days 23:42:00
A720720,Rooster 4,2016-02-14 16:02:00,02/14/2016 04:02:00 PM,21413 Webber Oaks Cv in Travis (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken Mix,Black/Chocolate,Rooster 4,2016-03-08 18:04:00,03/08/2016 06:04:00 PM,02/14/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/Chocolate,23 days 02:02:00
A720719,Greenwood,2016-02-14 16:02:00,02/14/2016 04:02:00 PM,21413 Webber Oaks Cv in Travis (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken Mix,Black/Red,Greenwood,2016-03-08 16:48:00,03/08/2016 04:48:00 PM,02/14/2015,Adoption,,Bird,Intact Male,1 year,Chicken Mix,Black/Red,23 days 00:46:00
A727160,,2016-05-18 16:48:00,05/18/2016 04:48:00 PM,12200 Athens in Manor (TX),Stray,Normal,Bird,Unknown,1 month,Chicken,White,,2016-06-14 13:31:00,06/14/2016 01:31:00 PM,04/03/2016,Adoption,Foster,Bird,Unknown,2 months,Chicken,White,26 days 20:43:00
A760051,,2017-10-11 16:29:00,10/11/2017 04:29:00 PM,South Pleasant Valley And Riverside Drive in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Quaker,Green/Gray,,2017-10-20 12:40:00,10/20/2017 12:40:00 PM,10/11/2016,Adoption,,Bird,Unknown,1 year,Quaker,Green/Gray,8 days 20:11:00
A810654,Sebastian,2019-12-17 14:54:00,12/17/2019 02:54:00 PM,Austin (TX),Owner Surrender,Normal,Bird,Unknown,1 year,Parakeet,Green/Black,Sebastian,2019-12-17 17:52:00,12/17/2019 05:52:00 PM,12/17/2018,Adoption,,Bird,Unknown,1 year,Parakeet,Green/Black,0 days 02:58:00
A779669,,2018-09-04 13:02:00,09/04/2018 01:02:00 PM,107 E Brenham St in Manor (TX),Public Assist,Normal,Bird,Intact Male,1 year,Chicken,Red/White,,2018-09-22 19:13:00,09/22/2018 07:13:00 PM,09/04/2017,Adoption,,Bird,Intact Male,1 year,Chicken,Red/White,18 days 06:11:00
A827059,*Bb King,2020-12-11 18:44:00,12/11/2020 06:44:00 PM,7925 Rockwood in Austin (TX),Public Assist,Normal,Bird,Unknown,1 year,Parakeet,Blue/White,*Bb King,2020-12-30 10:18:00,12/30/2020 10:18:00 AM,12/11/2019,Adoption,Foster,Bird,Unknown,1 year,Parakeet,Blue/White,18 days 15:34:00
A827061,*Muddy Waters,2020-12-11 18:44:00,12/11/2020 06:44:00 PM,7925 Rockwood in Austin (TX),Public Assist,Normal,Bird,Unknown,1 year,Parakeet,Gray/White,*Muddy Waters,2020-12-30 10:23:00,12/30/2020 10:23:00 AM,12/11/2019,Adoption,Foster,Bird,Unknown,1 year,Parakeet,Gray/White,18 days 15:39:00
A827060,*Stevie Nicks,2020-12-11 18:44:00,12/11/2020 06:44:00 PM,7925 Rockwood in Austin (TX),Public Assist,Normal,Bird,Intact Female,1 year,Parakeet,Blue/White,*Stevie Nicks,2020-12-30 10:20:00,12/30/2020 10:20:00 AM,12/11/2019,Adoption,Foster,Bird,Intact Female,1 year,Parakeet,Blue/White,18 days 15:36:00
A828091,*Hall,2021-01-07 11:52:00,01/07/2021 11:52:00 AM,13508 Moura Cove in Austin (TX),Wildlife,Normal,Bird,Unknown,1 year,Parakeet,Green/Yellow,*Hall,2021-01-19 10:46:00,01/19/2021 10:46:00 AM,01/07/2020,Adoption,Foster,Bird,Unknown,1 year,Parakeet,Green/Yellow,11 days 22:54:00
A828092,*Oates,2021-01-07 11:52:00,01/07/2021 11:52:00 AM,13508 Moura Cove in Austin (TX),Wildlife,Normal,Bird,Unknown,1 year,Parakeet,Green/Yellow,*Oates,2021-01-19 10:46:00,01/19/2021 10:46:00 AM,01/07/2020,Adoption,Foster,Bird,Unknown,1 year,Parakeet,Green/Yellow,11 days 22:54:00
