Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating,Found State,Found City
823598,Nameless,2020-09-26 16:00:00,2208 Lauren Drive,Stray,Normal,Dog,Neutered Male,11 months,Wirehaired Pointing Griffon,Black/White,2020-10-01 18:36:00,10/26/2019,Rto-Adopt,,Neutered Male,11 months,5 days 02:36:00,5,Not Adopted,TX,Travis 
823593,,2020-09-26 13:58:00,13145 Research Blvd,Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,2020-09-27 10:42:00,7/27/2020,Euthanasia,Medical,Intact Female,2 months,0 days 20:44:00,0,Not Adopted,TX,Austin 
823591,234 Grams,2020-09-26 12:25:00,Weberville,Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue/White,2020-09-26 15:59:00,9/11/2020,Transfer,Partner,Intact Male,2 weeks,0 days 03:34:00,0,Not Adopted,TX,Austin 
823590,,2020-09-26 11:51:00,5203 Copperbend Boulevard,Stray,Normal,Dog,Intact Male,3 months,Australian Cattle Dog Mix,White/Red,2020-10-08 18:34:00,6/26/2020,Adoption,,Neutered Male,3 months,12 days 06:43:00,12,B,TX,Austin 
823589,Snookie,2020-10-08 12:25:00,,Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull,White/Black,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
823588,*Vixey,2020-09-26 11:22:00,5516 Link Avenue,Stray,Injured,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,2020-11-19 17:23:00,8/26/2020,Adoption,,Spayed Female,2 months,54 days 06:01:00,54,D,TX,Austin 
823587,*Kiki,2020-10-08 12:25:00,,Owner Surrender,Normal,Dog,Spayed Female,4 years,Pit Bull,Black/White,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
823586,,2020-09-26 11:15:00,,Stray,Nursing,Cat,Intact Female,4 days,Domestic Shorthair,White/Black,2020-09-26 13:15:00,9/22/2020,Transfer,Partner,Intact Female,4 days,0 days 02:00:00,0,Not Adopted,TX,Austin 
823582,Benji,2020-09-26 10:39:00,2000 Conestoga Trail,Stray,Normal,Dog,Intact Male,2 years,Dachshund,Brown,2020-09-30 13:11:00,9/26/2018,Transfer,Partner,Intact Male,2 years,4 days 02:32:00,4,Not Adopted,TX,Austin 
823578,Cookie,2020-09-26 09:13:00,1515 Wickersham L,Public Assist,Normal,Dog,Intact Female,2 years,Australian Cattle Dog Mix,White/Black,2020-10-07 12:34:00,9/26/2018,Return to Owner,,Intact Female,2 years,11 days 03:21:00,11,Not Adopted,TX,Austin 
823577,,2020-09-26 08:29:00,1175 Miss Kimberlys L,Stray,Injured,Cat,Unknown,2 years,Domestic Shorthair,Black/White,2020-09-28 10:53:00,9/26/2018,Transfer,Emer,Unknown,2 years,2 days 02:24:00,2,Not Adopted,TX,Travis 
823576,Chico,2020-09-26 02:27:00,856 Fenelon D,Stray,Injured,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan,2020-09-26 14:29:00,9/26/2018,Euthanasia,Suffering,Neutered Male,2 years,0 days 12:02:00,0,Not Adopted,TX,Austin 
823571,,2020-09-26 00:14:00,10727 Dom,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-09-30 10:17:00,9/26/2019,Euthanasia,,Unknown,1 year,4 days 10:03:00,4,Not Adopted,TX,Austin 
823570,*Morticia,2020-09-26 00:06:00,2904 Lynnbrook,Stray,Normal,Dog,Intact Female,3 years,Doberman Pinsch,Blue/Tan,2020-10-06 16:45:00,9/26/2017,Adoption,,Spayed Female,3 years,10 days 16:39:00,10,B,TX,Austin 
823567,,2020-09-26 07:46:00,4607 Cedargrove Drive,Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,White,2020-09-26 16:07:00,9/11/2020,Transfer,Partner,Intact Female,2 weeks,0 days 08:21:00,0,Not Adopted,TX,Austin 
823566,,2020-09-26 07:46:00,4607 Cedargrove Drive,Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Gray Tabby,2020-09-26 16:07:00,9/11/2020,Transfer,Partner,Intact Female,2 weeks,0 days 08:21:00,0,Not Adopted,TX,Austin 
823565,,2020-09-26 07:46:00,4607 Cedargrove Drive,Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray Tabby,2020-09-26 16:06:00,9/11/2020,Transfer,Partner,Intact Male,2 weeks,0 days 08:20:00,0,Not Adopted,TX,Austin 
823562,,2020-09-25 18:08:00,13106 Burne,Wildlife,Normal,Other,Unknown,8 months,Skunk,Black/White,2020-09-29 10:16:00,1/25/2020,Euthanasia,Rabies Risk,Unknown,8 months,3 days 16:08:00,3,Not Adopted,TX,Austin 
823559,Enrique,2020-09-25 14:49:00,,Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Orange/White,2020-10-01 17:22:00,5/25/2020,Adoption,,Neutered Male,4 months,6 days 02:33:00,6,B,TX,Austin 
823555,Clark,2020-09-25 15:59:00,,Owner Surrender,Normal,Dog,Intact Male,7 months,Maltese/Miniature Poodle,White/Tan,2020-09-26 16:36:00,2/25/2020,Transfer,Partner,Intact Male,7 months,1 days 00:37:00,1,Not Adopted,TX,Austin 
823552,,2020-09-25 15:32:00,West Stassney Lane And South 1St Stree,Stray,Sick,Cat,Intact Male,2 months,Domestic Medium Hair,White/Black,2020-09-29 16:34:00,7/25/2020,Adoption,,Neutered Male,2 months,4 days 01:02:00,4,A,TX,Austin 
823551,Lucky,2020-09-25 15:20:00,,Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue,2020-09-28 17:39:00,7/10/2020,Adoption,,Neutered Male,2 months,3 days 02:19:00,3,A,TX,Austin 
823550,Smokie,2020-09-25 15:20:00,,Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Blue,2020-12-19 09:57:00,9/25/2019,Adoption,Foster,Spayed Female,1 year,84 days 18:37:00,84,D,TX,Austin 
823548,Cinnamon,2020-09-25 15:04:00,11282 Taylor Drape,Public Assist,Normal,Dog,Spayed Female,13 years,Basset Hound,White/Tan,2020-09-26 17:29:00,9/25/2007,Return to Owner,,Spayed Female,13 years,1 days 02:25:00,1,Not Adopted,TX,Austin 
823547,*Kelly,2020-09-25 14:59:00,Lockhart Street in Mano,Stray,Normal,Dog,Intact Female,5 weeks,Labrador Retriever,White/Tan,2020-10-23 14:54:00,8/21/2020,Adoption,Foster,Spayed Female,2 months,27 days 23:55:00,27,C,TX, Manor 
823546,*Julie,2020-09-25 14:59:00,Lockhart Street in Mano,Stray,Normal,Dog,Intact Female,5 weeks,Labrador Retriever,White,2020-10-23 14:51:00,8/21/2020,Adoption,Foster,Spayed Female,2 months,27 days 23:52:00,27,C,TX, Manor 
823545,Asher,2020-09-25 14:35:00,Gregg Ln And 973,Stray,Normal,Dog,Intact Male,3 months,Great Pyrenees,Brown,2020-09-29 16:17:00,6/25/2020,Adoption,,Neutered Male,3 months,4 days 01:42:00,4,A,TX,Travis 
823544,,2020-09-25 14:35:00,Gregg Ln And 973,Stray,Normal,Dog,Intact Female,3 months,Great Pyrenees,White,2020-09-29 18:18:00,6/25/2020,Adoption,,Spayed Female,3 months,4 days 03:43:00,4,A,TX,Travis 
823543,Jacks,2020-09-25 14:28:00,,Owner Surrender,Medical,Cat,Intact Female,3 weeks,Domestic Shorthair,Black Tabby,2020-09-29 15:40:00,8/31/2020,Transfer,Partner,Intact Female,4 weeks,4 days 01:12:00,4,Not Adopted,TX,Austin 
823542,Chucky,2020-09-25 13:58:00,,Owner Surrender,Other,Dog,Intact Male,9 years,Pit Bull Mix,Chocolate/White,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
823541,Rocky,2020-09-25 13:58:00,,Owner Surrender,Other,Dog,Intact Male,9 years,Pit Bull Mix,Chocolate/White,,,,,,,NaT,New intake,Not Adopted,TX,Austin 
823535,,2020-09-25 13:19:00,3300 Wells Branch Parkway,Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair,Calico,2020-09-28 11:15:00,9/25/2019,Transfer,Partner,Intact Female,1 year,2 days 21:56:00,2,Not Adopted,TX,Austin 
823534,*Habanero,2020-09-25 12:59:00,18303 Park Drive,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Cream Tabby,2020-12-22 00:00:00,8/10/2020,Adoption,Foster,Neutered Male,4 months,87 days 11:01:00,87,D,TX,Travis 
823533,*Cayenne,2020-09-25 12:59:00,18303 Park Drive,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Cream Tabby,2020-12-22 07:48:00,8/10/2020,Adoption,Foster,Neutered Male,4 months,87 days 18:49:00,87,D,TX,Travis 
823532,*Jalapeno,2020-09-25 12:59:00,18303 Park Drive,Stray,Normal,Cat,Intact Male,1 month,Siamese mix,Flame Point,2020-10-20 11:20:00,8/10/2020,Adoption,Foster,Neutered Male,2 months,24 days 22:21:00,24,C,TX,Travis 
823529,Boy,2020-11-08 10:44:00,7106 Blessing Avenue,Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,Brown Brindle/White,2020-11-10 16:54:00,9/25/2018,Return to Owner,,Intact Male,2 years,2 days 06:10:00,2,Not Adopted,TX,Austin 
823524,Tess,2020-09-25 10:13:00,7500 Berkman D,Stray,Normal,Dog,Intact Female,4 years,Chihuahua Shorthair,Brown,2020-09-30 13:12:00,9/25/2016,Transfer,Partner,Intact Female,4 years,5 days 02:59:00,5,Not Adopted,TX,Austin 
823523,,2020-09-25 09:40:00,9213 Ashville Place,Stray,Injured,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,2020-09-29 10:22:00,8/25/2020,Euthanasia,Suffering,Intact Female,5 weeks,4 days 00:42:00,4,Not Adopted,TX,Austin 
823517,*Breezy,2020-09-25 07:22:00,3115 Clawson Rd,Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby,2020-12-28 14:19:00,9/28/2017,Adoption,,Neutered Male,3 years,94 days 06:57:00,94,F,TX,Austin 
823514,,2020-09-24 17:14:00,7201 Levander Loop,Stray,Normal,Dog,Intact Male,1 month,Anatol Shepherd Mix,White/Tricolor,2020-09-28 18:14:00,8/15/2020,Adoption,,Neutered Male,1 month,4 days 01:00:00,4,A,TX,Austin 
823511,,2020-09-24 16:52:00,1515 Wickersham Lane,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,2020-11-14 12:36:00,7/24/2020,Adoption,,Neutered Male,3 months,50 days 19:44:00,50,D,TX,Austin 
823510,*Tigger,2020-09-24 16:52:00,1515 Wickersham Lane,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,2020-11-28 16:56:00,7/24/2020,Adoption,,Neutered Male,4 months,65 days 00:04:00,65,D,TX,Austin 
823506,*Graham,2020-09-24 16:19:00,5309 Regency Drive,Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,2020-11-20 15:05:00,8/24/2020,Adoption,,Neutered Male,2 months,56 days 22:46:00,56,D,TX,Austin 
823505,Luke,2020-09-24 16:06:00,,Owner Surrender,Normal,Dog,Intact Male,8 months,Pit Bull,Tan/White,2020-09-28 18:12:00,1/24/2020,Adoption,,Neutered Male,8 months,4 days 02:06:00,4,A,TX,Austin 
823504,Cima Serena,2020-09-24 16:06:00,,Owner Surrender,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Tan/White,2020-10-10 12:30:00,9/24/2019,Adoption,,Spayed Female,1 year,15 days 20:24:00,15,C,TX,Austin 
823503,*Ulysses,2020-09-24 16:06:00,9910 Peterson Road,Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,2020-12-08 11:23:00,9/24/2018,Adoption,Foster,Neutered Male,2 years,74 days 19:17:00,74,D,TX,Travis 
823501,Teemo,2020-09-24 15:36:00,,Owner Surrender,Normal,Other,Intact Male,7 months,Guinea Pig,Brown/White,2020-10-07 11:26:00,2/24/2020,Adoption,,Intact Male,7 months,12 days 19:50:00,12,B,TX,Austin 
823500,Cookie,2020-09-24 15:36:00,,Owner Surrender,Normal,Other,Intact Male,7 months,Guinea Pig,Gray/White,2020-10-03 17:33:00,2/24/2020,Adoption,,Intact Male,7 months,9 days 01:57:00,9,B,TX,Austin 
823499,,2020-09-24 15:41:00,5515 Burgundy Drive,Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby,2020-09-28 19:08:00,9/24/2019,Return to Owner,,Neutered Male,1 year,4 days 03:27:00,4,Not Adopted,TX,Austin 
823496,*Rigatoni,2020-09-24 14:47:00,51St Street And Harmon Avenue,Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Black/White,2020-11-03 09:15:00,8/17/2020,Adoption,Foster,Neutered Male,2 months,39 days 18:28:00,39,D,TX,Austin 
823495,*Linguine,2020-09-24 14:47:00,51St Street And Harmon Avenue,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White,2020-11-03 09:22:00,8/17/2020,Adoption,Foster,Spayed Female,2 months,39 days 18:35:00,39,D,TX,Austin 
823494,*Macaroni,2020-09-24 14:47:00,51St Street And Harmon Avenue,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White,2020-11-03 09:13:00,8/17/2020,Adoption,Foster,Spayed Female,2 months,39 days 18:26:00,39,D,TX,Austin 
823493,*Orzo,2020-09-24 14:47:00,51St Street And Harmon Avenue,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,2020-11-03 09:05:00,8/17/2020,Adoption,Foster,Neutered Male,2 months,39 days 18:18:00,39,D,TX,Austin 
823492,*Penne,2020-09-24 14:47:00,51St Street And Harmon Avenue,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,2020-11-03 09:20:00,8/17/2020,Adoption,Foster,Spayed Female,2 months,39 days 18:33:00,39,D,TX,Austin 
823489,,2020-09-24 14:11:00,2800 Lyons S,Owner Surrender,Normal,Dog,Intact Female,2 years,Dachshund,Black/Brown,2020-09-28 17:50:00,9/24/2018,Adoption,,Spayed Female,2 years,4 days 03:39:00,4,A,TX,Austin 
823484,,2020-09-24 13:29:00,6512 Stoneleigh Place,Stray,Injured,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby/White,2020-09-25 15:04:00,5/24/2020,Transfer,Partner,Intact Female,4 months,1 days 01:35:00,1,Not Adopted,TX,Austin 
823483,Estrella,2020-10-03 15:08:00,,Owner Surrender,Normal,Dog,Intact Female,2 years,Siberian Husky Mix,White,2020-10-14 13:14:00,9/24/2018,Euthanasia,Aggressive,Intact Female,2 years,10 days 22:06:00,10,Not Adopted,TX,Travis 
823482,,2020-09-24 13:04:00,8203 North Lam,Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Tortie,2020-09-28 11:35:00,9/24/2018,Transfer,Partner,Intact Female,2 years,3 days 22:31:00,3,Not Adopted,TX,Austin 
823481,Sadie,2020-09-24 12:55:00,Mano,Owner Surrender,Normal,Dog,Intact Female,4 months,Labrador Retriever,Black/White,2020-09-29 14:04:00,5/24/2020,Adoption,,Spayed Female,4 months,5 days 01:09:00,5,,TX,Manor 
823480,Apollo,2020-09-24 12:55:00,Mano,Owner Surrender,Normal,Dog,Intact Male,4 months,German Shepherd Mix,Brown Brindle/Black,2020-09-26 08:24:00,5/24/2020,Adoption,,Neutered Male,4 months,1 days 19:29:00,1,,TX,Manor 
823479,,2020-09-24 12:55:00,Mano,Owner Surrender,Normal,Dog,Intact Male,4 months,German Shepherd,Black/Brown Brindle,2020-09-28 17:15:00,5/24/2020,Adoption,,Neutered Male,4 months,4 days 04:20:00,4,A,TX,Manor 
823478,*Mindy,2020-09-24 12:55:00,Mano,Owner Surrender,Normal,Dog,Intact Female,4 months,German Shepherd Mix,Black/Brown,2020-09-26 10:20:00,5/24/2020,Adoption,,Spayed Female,4 months,1 days 21:25:00,1,,TX,Manor 
823477,Rick,2020-09-24 12:40:00,5505 Prock Lane,Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby,2020-11-22 13:58:00,9/24/2018,Transfer,Snr,Neutered Male,2 years,59 days 01:18:00,59,Not Adopted,TX,Austin 
823476,*Pipkin,2020-09-24 12:37:00,400 West Elmo Road,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby,2020-10-24 10:23:00,8/9/2020,Adoption,Foster,Spayed Female,2 months,29 days 21:46:00,29,C,TX,Austin 
823475,*Hazel,2020-09-24 12:37:00,400 West Elmo Road,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Torbie,2020-10-24 10:22:00,8/22/2020,Adoption,Foster,Spayed Female,2 months,29 days 21:45:00,29,C,TX,Austin 
823474,*Fiver,2020-09-24 12:37:00,400 West Elmo Road,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,2020-11-13 11:41:00,8/22/2020,Adoption,Foster,Spayed Female,2 months,49 days 23:04:00,49,D,TX,Austin 
823473,*Skeletora,2020-09-24 11:57:00,18838 Fm 973,Stray,Normal,Dog,Intact Female,2 years,Great Dane/Blue Lacy,Blue/White,2020-10-20 11:10:00,9/24/2018,Adoption,Foster,Spayed Female,2 years,25 days 23:13:00,25,C,TX,Travis 
823472,Luna,2020-09-24 11:57:00,18838 Fm 973,Stray,Normal,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Brown,2020-10-01 13:34:00,5/26/2019,Adoption,,Spayed Female,1 year,7 days 01:37:00,7,B,TX,Travis 
823471,*Sparrow,2020-09-24 11:45:00,Varrelman Drive,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,2020-10-22 14:01:00,8/9/2020,Adoption,Foster,Spayed Female,2 months,28 days 02:16:00,28,C,TX,Austin 
823470,*Jay,2020-09-24 11:45:00,Varrelman Drive,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Lynx Point,2020-10-14 14:31:00,8/9/2020,Adoption,Foster,Neutered Male,2 months,20 days 02:46:00,20,C,TX,Austin 
823469,*Swift,2020-09-24 11:45:00,Varrelman Drive,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Lynx Point,2020-10-22 13:57:00,8/9/2020,Adoption,Foster,Neutered Male,2 months,28 days 02:12:00,28,C,TX,Austin 
823468,*Wren,2020-09-24 11:45:00,Varrelman Drive,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White,2020-10-23 08:02:00,8/9/2020,Adoption,Foster,Spayed Female,2 months,28 days 20:17:00,28,C,TX,Austin 
823467,*Finch,2020-09-24 11:45:00,Varrelman Drive,Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White,2020-10-23 08:00:00,8/9/2020,Adoption,Foster,Neutered Male,2 months,28 days 20:15:00,28,C,TX,Austin 
823466,Fletch,2020-09-24 11:21:00,1800 East Stassney Lane,Stray,Sick,Dog,Intact Male,2 months,German Shepherd,White/Tan,2020-09-28 17:26:00,7/24/2020,Adoption,,Neutered Male,2 months,4 days 06:05:00,4,A,TX,Austin 
823465,Gary,2020-09-24 11:25:00,2721 E Howard L,Stray,Normal,Dog,Intact Male,2 years,Miniature Poodle,Cream,2020-09-28 17:39:00,9/24/2018,Rto-Adopt,,Neutered Male,2 years,4 days 06:14:00,4,Not Adopted,TX,Travis 
823464,,2020-09-24 11:02:00,6207 Shridan Ave,Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,2020-09-24 14:22:00,9/24/2018,Disposal,,Unknown,2 years,0 days 03:20:00,0,Not Adopted,TX,Austin 
823463,*Lubert,2020-09-24 09:29:00,,Public Assist,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Red,2020-11-08 12:41:00,9/24/2019,Adoption,,Neutered Male,1 year,45 days 03:12:00,45,D,TX,Austin 
823462,,2020-09-24 10:34:00,8805 Linden Road,Stray,Injured,Dog,Intact Female,10 months,German Shepherd,Black/Tan,2020-10-01 16:21:00,11/24/2019,Adoption,,Spayed Female,10 months,7 days 05:47:00,7,B,TX,Travis 
823461,Mia,2020-09-24 10:24:00,Ruido,Stray,Normal,Dog,Intact Female,10 months,Labrador Retriever,Black/White,2020-09-26 12:06:00,11/24/2019,Return to Owner,,Intact Female,10 months,2 days 01:42:00,2,Not Adopted,TX,Austin 
823460,Oso,2020-09-24 10:24:00,Ruido,Stray,Normal,Dog,Intact Male,10 months,Labrador Retriever,Black/White,2020-09-26 12:06:00,11/24/2019,Return to Owner,,Intact Male,10 months,2 days 01:42:00,2,Not Adopted,TX,Austin 
823459,,2020-09-24 09:29:00,,Public Assist,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair,Brown,2020-10-08 16:28:00,9/24/2017,Adoption,,Spayed Female,3 years,14 days 06:59:00,14,,TX,Austin 
823458,,2020-09-24 09:51:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-09-25 08:22:00,9/24/2019,Euthanasia,Rabies Risk,Unknown,1 year,0 days 22:31:00,0,Not Adopted,TX,Austin 
823457,*Freddie,2020-09-24 08:45:00,11607 Morgans Point St,Stray,Normal,Dog,Intact Male,10 months,German Shepherd Mix,Brown/Black,2020-10-06 18:05:00,11/24/2019,Adoption,,Neutered Male,10 months,12 days 09:20:00,12,B,TX,Travis 
823454,,2020-09-24 08:37:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-09-25 08:20:00,9/24/2019,Euthanasia,Rabies Risk,Unknown,1 year,0 days 23:43:00,0,Not Adopted,TX,Austin 
823453,,2020-09-24 08:25:00,903  Gulle,Stray,Normal,Bird,Unknown,1 year,Barred Rock,Black/White,2020-10-15 13:05:00,9/24/2019,Transfer,Partner,Unknown,1 year,21 days 04:40:00,21,Not Adopted,TX,Austin 
823450,,2020-09-23 20:50:00,13620 N Fm 620,Stray,Injured,Dog,Intact Male,2 months,Labrador Retriever,Black,2020-09-28 17:51:00,7/11/2020,Adoption,,Neutered Male,2 months,4 days 21:01:00,4,A,TX,Austin 
823448,,2020-09-23 18:16:00,2201 Montopolis Drive,Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair,Black,2020-09-23 20:20:00,9/19/2020,Transfer,Partner,Intact Male,4 days,0 days 02:04:00,0,Not Adopted,TX,Austin 
823447,*Afina,2020-09-23 15:39:00,4301 West William Canno,Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Blue,2020-11-03 18:05:00,6/12/2020,Adoption,,Spayed Female,4 months,41 days 02:26:00,41,D,TX,Austin 
823444,Showers,2020-09-23 16:23:00,,Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Black,2020-10-22 10:06:00,3/23/2018,Adoption,Foster,Spayed Female,2 years,28 days 17:43:00,28,C,TX,Austin 
823443,,2020-09-23 16:52:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-09-25 08:18:00,9/23/2019,Euthanasia,Rabies Risk,Unknown,1 year,1 days 15:26:00,1,Not Adopted,TX,Austin 
823442,,2020-09-23 16:52:00,,Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-09-25 08:19:00,9/23/2019,Euthanasia,Rabies Risk,Unknown,1 year,1 days 15:27:00,1,Not Adopted,TX,Austin 
823441,,2020-09-23 16:15:00,9323 Manchaca Road,Stray,Normal,Other,Intact Male,2 years,Rabbit Sh,Black/Brown,2020-10-06 18:48:00,9/23/2018,Adoption,,Intact Male,2 years,13 days 02:33:00,13,B,TX,Austin 
823438,*Mapleshade,2020-09-23 15:33:00,12418 Fitzhugh Road,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,2020-11-21 09:20:00,8/13/2020,Adoption,Foster,Spayed Female,3 months,58 days 17:47:00,58,D,TX,Austin 
823437,*Hannah,2020-09-23 15:33:00,12418 Fitzhugh Road,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,2020-10-09 16:00:00,8/9/2020,Adoption,Foster,Spayed Female,1 month,16 days 00:27:00,16,C,TX,Austin 
823436,*Puff,2020-09-23 15:33:00,12418 Fitzhugh Road,Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue Tabby,2020-11-16 12:17:00,7/23/2020,Transfer,Partner,Neutered Male,3 months,53 days 20:44:00,53,Not Adopted,TX,Austin 
823435,*Huff,2020-09-23 15:33:00,12418 Fitzhugh Road,Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Blue Tabby,2020-11-16 12:12:00,7/23/2020,Transfer,Partner,Spayed Female,3 months,53 days 20:39:00,53,Not Adopted,TX,Austin 
823434,,2020-09-23 15:25:00,8304 Sage Mountain Trail,Stray,Normal,Bird,Unknown,2 years,Parakeet,White/Blue,2020-10-01 14:34:00,9/23/2018,Adoption,,Unknown,2 years,7 days 23:09:00,7,B,TX,Austin 
823433,,2020-09-23 15:04:00,1175 Mis Kimberlys Lane,Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,White/Black,2020-09-25 14:10:00,9/23/2018,Transfer,Partner,Intact Female,2 years,1 days 23:06:00,1,Not Adopted,TX,Travis 
823432,*Whitestorm,2020-09-23 15:11:00,4801 Hilldale Drive,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Black/White,2020-11-21 09:18:00,8/23/2020,Adoption,Foster,Spayed Female,2 months,58 days 18:07:00,58,D,TX,Austin 
823431,,2020-09-23 15:07:00,7131 Wood Hollow,Stray,Normal,Other,Intact Female,8 months,Rabbit Sh,White/Tan,2020-10-02 18:22:00,1/23/2020,Adoption,,Intact Female,8 months,9 days 03:15:00,9,B,TX,Austin 
823429,,2020-09-23 15:01:00,11700 Metric Blvd,Stray,Normal,Dog,Intact Female,4 months,Rat Terrier Mix,Black/Tricolor,2020-09-28 18:07:00,5/23/2020,Adoption,,Spayed Female,4 months,5 days 03:06:00,5,,TX,Austin 
823428,*Lola,2020-09-23 14:50:00,5808 Link,Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico,2020-09-27 12:54:00,8/16/2020,Transfer,Partner,Intact Female,1 month,3 days 22:04:00,3,Not Adopted,TX,Austin 
823426,*Daisy,2020-09-23 14:34:00,3709 Epperson Trail,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,2020-11-17 10:45:00,8/22/2020,Adoption,Foster,Spayed Female,2 months,54 days 20:11:00,54,D,TX,Austin 
823425,*Peony,2020-09-23 14:34:00,3709 Epperson Trail,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Blue Tabby/White,2020-11-17 10:41:00,8/22/2020,Adoption,Foster,Spayed Female,2 months,54 days 20:07:00,54,D,TX,Austin 
823424,*Lily,2020-09-23 14:34:00,3709 Epperson Trail,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Blue/White,2020-11-17 10:50:00,8/22/2020,Adoption,Foster,Spayed Female,2 months,54 days 20:16:00,54,D,TX,Austin 
823423,*Tulip,2020-09-23 14:34:00,3709 Epperson Trail,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Blue Tabby,2020-11-17 10:40:00,8/22/2020,Adoption,Foster,Spayed Female,2 months,54 days 20:06:00,54,D,TX,Austin 
823422,*Petunia,2020-09-23 14:34:00,3709 Epperson Trail,Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Blue Tabby,2020-11-17 10:49:00,8/22/2020,Adoption,Foster,Spayed Female,2 months,54 days 20:15:00,54,D,TX,Austin 
