Animal ID,Name,DateTime,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,DateTime_out,Date of Birth,Outcome Type,Outcome Subtype,Sex upon Outcome,Age upon Outcome,shelter_time,shelter_days,Adopt Rating
824266,,2020-10-09 15:05:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange Tabby,2020-10-13 17:18:00,7/25/2020,Adoption,,Neutered Male,2 months,4 days 02:13:00,4,A
824263,,2020-10-09 14:54:00,Ih35 And Rundberg in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Chihuahua Shorthair,Tan,2020-10-13 14:16:00,10/9/2010,Transfer,Partner,Spayed Female,10 years,3 days 23:22:00,3,Not Adopted
824259,,2020-10-09 14:54:00,4512 Halliday Ave in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Raccoon,Brown/Black,2020-10-09 17:02:00,10/9/2019,Euthanasia,Rabies Risk,Unknown,1 year,0 days 02:08:00,0,Not Adopted
824254,Reese,2020-10-09 13:12:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,German Shepherd,Black/White,2020-10-13 17:02:00,10/15/2019,Adoption,,Neutered Male,11 months,4 days 03:50:00,4,A
824253,Tyson,2020-10-09 13:12:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Belgian Malinois,Brown/Black,2020-10-15 16:24:00,10/15/2019,Transfer,Partner,Neutered Male,1 year,6 days 03:12:00,6,Not Adopted
824252,,2020-10-09 13:20:00,5109 Gate Dancer Ln in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,2020-10-11 09:48:00,10/9/2019,Disposal,,Unknown,1 year,1 days 20:28:00,1,Not Adopted
824251,Layla,2020-10-09 12:48:00,6601 Menchaca Road in Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Queensland Heeler Mix,Brown/White,2020-10-09 18:54:00,10/9/2018,Return to Owner,,Spayed Female,2 years,0 days 06:06:00,0,Not Adopted
824250,Peter,2020-10-09 12:48:00,6601 Menchaca Road in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,German Shepherd Mix,Brown/Black,2020-10-09 18:54:00,10/9/2018,Return to Owner,,Neutered Male,2 years,0 days 06:06:00,0,Not Adopted
824245,Ruger,2020-10-09 11:38:00,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Manchester Terrier,Black/Brown,2020-10-13 18:10:00,8/9/2012,Adoption,,Neutered Male,8 years,4 days 06:32:00,4,A
824244,*George Michael,2020-10-09 11:34:00,9102 Shepard Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,2020-10-23 12:48:00,8/9/2020,Transfer,Partner,Intact Male,2 months,14 days 01:14:00,14,Not Adopted
824243,*Eddie Van Halen,2020-10-09 11:34:00,9102 Shepard Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,2020-10-23 12:48:00,8/9/2020,Transfer,Partner,Intact Male,2 months,14 days 01:14:00,14,Not Adopted
824242,*Tom Petty,2020-10-09 11:34:00,9102 Shepard Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black,2020-10-23 12:48:00,8/9/2020,Transfer,Partner,Intact Male,2 months,14 days 01:14:00,14,Not Adopted
824241,*Sybil,2020-10-09 11:34:00,9102 Shepard Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,,,,,,,NaT,New intake,Not Adopted
824240,*Sammy,2020-10-09 11:34:00,9102 Shepard Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,2021-01-16 11:18:00,8/9/2020,Adoption,Foster,Neutered Male,5 months,98 days 23:44:00,98,F
824239,*Prince,2020-10-09 11:34:00,9102 Shepard Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,2020-10-23 12:48:00,8/9/2020,Transfer,Partner,Intact Male,2 months,14 days 01:14:00,14,Not Adopted
824238,*Snoopy,2020-10-09 11:34:00,9102 Shepard Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,2021-01-19 08:49:00,8/9/2020,Adoption,Foster,Neutered Male,5 months,101 days 21:15:00,10,B
824237,*Ringo,2020-10-09 11:21:00,Austin (TX),Owner Surrender,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,2020-12-26 13:40:00,9/9/2020,Adoption,Foster,Neutered Male,3 months,78 days 02:19:00,78,D
824236,*George,2020-10-09 11:21:00,Austin (TX),Owner Surrender,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,2020-12-26 13:39:00,9/9/2020,Adoption,Foster,Neutered Male,3 months,78 days 02:18:00,78,D
824235,,2020-10-09 11:23:00,907 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Siberian Husky Mix,Buff/White,2020-10-13 17:45:00,10/9/2019,Adoption,,Neutered Male,1 year,4 days 06:22:00,4,A
824234,*Paul,2020-10-09 11:21:00,Austin (TX),Owner Surrender,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,2020-12-26 13:44:00,9/9/2020,Adoption,Foster,Neutered Male,3 months,78 days 02:23:00,78,D
824233,*John,2020-10-09 11:21:00,Austin (TX),Owner Surrender,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,2020-12-26 13:45:00,9/9/2020,Adoption,Foster,Neutered Male,3 months,78 days 02:24:00,78,D
824232,,2020-10-09 11:08:00,1101 Grove Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White,2020-10-14 16:14:00,10/9/2018,Adoption,,Neutered Male,2 years,5 days 05:06:00,5,
824220,Oliver,2020-10-09 07:46:00,Parker And Oltorf in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Miniature Schnauzer,Gray/White,2020-10-20 14:45:00,10/9/2019,Transfer,Partner,Intact Male,1 year,11 days 06:59:00,11,Not Adopted
824218,,2020-10-08 22:01:00,5401 E Parmer Ln in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,2020-10-12 09:39:00,10/8/2018,Euthanasia,Rabies Risk,Unknown,2 years,3 days 11:38:00,3,Not Adopted
824217,,2020-10-16 17:54:00,12209 Waterside Trail in Austin (TX),Stray,Normal,Other,Intact Male,1 year,English Spot,White/Tan,2020-10-20 12:04:00,10/8/2019,Adoption,,Intact Male,1 year,3 days 18:10:00,3,A
824215,,2020-10-08 16:20:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Siamese mix,Tortie Point,2020-10-15 12:02:00,7/8/2020,Adoption,,Spayed Female,3 months,6 days 19:42:00,6,B
824214,,2020-10-08 16:20:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Siamese mix,Seal Point,2020-10-14 17:05:00,7/8/2020,Adoption,,Spayed Female,3 months,6 days 00:45:00,6,B
824206,Chico,2020-10-08 15:10:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Jack Russell Terrier,Tricolor,2020-10-13 16:49:00,10/15/2019,Adoption,,Neutered Male,11 months,5 days 01:39:00,5,
824205,Paco,2020-10-08 15:10:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Jack Russell Terrier/Beagle,Tricolor,2020-10-12 11:56:00,10/15/2019,Transfer,Partner,Intact Male,11 months,3 days 20:46:00,3,Not Adopted
824201,*Miracle,2020-10-08 14:39:00,501 W 12Th St in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Orange/White,2020-10-08 19:02:00,8/30/2020,Return to Owner,,Intact Male,1 month,0 days 04:23:00,0,Not Adopted
824197,Chowder,2020-10-08 13:29:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Tan/White,2020-12-02 13:15:00,1/13/2018,Transfer,Partner,Neutered Male,2 years,54 days 23:46:00,54,Not Adopted
824196,Barney,2020-10-08 13:23:00,8652 Nuckols Crossing in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Havanese,Cream,2020-10-12 14:34:00,10/8/2019,Transfer,Partner,Intact Male,1 year,4 days 01:11:00,4,Not Adopted
824195,*Finley,2020-10-08 13:09:00,2325 Lakehurst Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby,2021-01-02 12:52:00,8/24/2020,Adoption,Foster,Neutered Male,4 months,85 days 23:43:00,85,D
824193,*Callay,2020-10-08 13:01:00,2411 Quicksilver in Austin (TX),Stray,Sick,Cat,Intact Female,3 months,Domestic Shorthair,White/Black,2020-10-23 12:49:00,7/2/2020,Transfer,Partner,Intact Female,3 months,14 days 23:48:00,14,Not Adopted
824188,*Benny,2020-10-08 12:29:00,Loyola Ln And Decker Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby/White,2020-11-28 13:38:00,7/17/2020,Adoption,,Neutered Male,4 months,51 days 01:09:00,51,D
824187,Gargoyle,2020-10-08 12:16:00,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,6 years,Domestic Shorthair,Blue/White,2020-10-08 17:47:00,10/8/2014,Transfer,Partner,Intact Female,6 years,0 days 05:31:00,0,Not Adopted
824186,,2020-10-08 12:04:00,Duval Street And East 47Th Street in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White,2020-10-12 17:00:00,10/8/2019,Transfer,Partner,Intact Male,1 year,4 days 04:56:00,4,Not Adopted
824185,,2020-10-08 11:57:00,7402 Providence Ave in Austin (TX),Stray,Injured,Cat,Intact Male,12 years,Siamese mix,Blue Point,2020-10-08 17:48:00,10/8/2008,Transfer,Partner,Intact Male,12 years,0 days 05:51:00,0,Not Adopted
824182,*Delilah,2020-10-08 11:09:00,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Labrador Retriever Mix,Black,2020-10-22 18:28:00,1/8/2014,Adoption,,Spayed Female,6 years,14 days 07:19:00,14,
824180,Cleo,2020-10-08 10:25:00,1709 Taylor Gains Street in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull,Brown/White,2020-10-09 16:22:00,10/8/2018,Return to Owner,,Intact Female,2 years,1 days 05:57:00,1,Not Adopted
824179,*Melrose,2020-10-08 09:06:00,1114 Collinwood West Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Pit Bull Terrier Mix,White/Brown,,,,,,,NaT,New intake,Not Adopted
824175,*Herman,2020-10-08 08:04:00,East Third St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue/White,2020-11-12 14:29:00,8/24/2020,Adoption,Foster,Neutered Male,2 months,35 days 06:25:00,35,D
824173,,2020-10-08 07:46:00,2415 Burleson in Austin (TX),Stray,Injured,Cat,Intact Male,3 months,Domestic Shorthair,Black/Black,2020-10-11 11:57:00,7/1/2020,Transfer,Partner,Intact Male,3 months,3 days 04:11:00,3,Not Adopted
824171,Willow,2020-10-07 19:45:00,2006 Grand Ave in Pflugerville (TX),Stray,Injured,Cat,Intact Female,2 months,Siamese mix,Lynx Point,2020-10-23 17:16:00,7/8/2020,Adoption,,Intact Female,3 months,15 days 21:31:00,15,C
824167,*Ella Fitzgerald,2020-10-07 17:42:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Snowshoe mix,Seal Point,2020-10-16 11:28:00,7/23/2020,Transfer,Partner,Intact Female,2 months,8 days 17:46:00,8,Not Adopted
824166,,2020-10-07 17:42:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Siamese mix,Seal Point,2020-10-13 17:40:00,7/23/2020,Adoption,,Neutered Male,2 months,5 days 23:58:00,5,
824165,*Frank Sinatra,2020-10-07 17:42:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair,White/Black,2020-10-16 11:28:00,7/23/2020,Transfer,Partner,Intact Male,2 months,8 days 17:46:00,8,Not Adopted
824164,*Bing Crosby,2020-10-07 17:42:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby/White,2020-10-16 11:27:00,7/23/2020,Transfer,Partner,Intact Male,2 months,8 days 17:45:00,8,Not Adopted
824163,*Peggy Lee,2020-10-07 17:42:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby/White,2020-10-16 11:27:00,7/23/2020,Transfer,Partner,Intact Female,2 months,8 days 17:45:00,8,Not Adopted
824156,*Stewie,2020-10-07 15:46:00,King Street in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Black,2021-01-26 15:09:00,8/23/2020,Adoption,Foster,Neutered Male,5 months,110 days 23:23:00,11,B
824155,,2020-10-07 15:45:00,2600 Westover in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby,2020-10-16 11:27:00,8/7/2020,Transfer,Partner,Intact Female,2 months,8 days 19:42:00,8,Not Adopted
824154,,2020-10-07 15:45:00,2600 Westover in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,2020-10-16 11:27:00,8/7/2020,Transfer,Partner,Intact Male,2 months,8 days 19:42:00,8,Not Adopted
824148,Miles,2020-10-07 15:14:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,German Shepherd Mix,Black,2020-10-10 11:58:00,10/7/2013,Adoption,,Neutered Male,7 years,2 days 20:44:00,2,A
824147,*Edgar,2020-10-07 15:09:00,308 East Powell Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White,2020-11-03 08:44:00,8/31/2020,Adoption,Foster,Neutered Male,2 months,26 days 17:35:00,26,C
824140,,2020-10-07 13:18:00,2927 Guadalupe Street in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pug/Beagle,Fawn/White,2020-10-08 14:00:00,8/7/2020,Transfer,Partner,Intact Male,2 months,1 days 00:42:00,1,Not Adopted
824139,,2020-10-07 12:50:00,13814 Lazyridge in Travis (TX),Stray,Normal,Dog,Intact Female,10 years,Chihuahua Shorthair,Black,2020-10-11 09:40:00,10/7/2010,Transfer,Partner,Intact Female,10 years,3 days 20:50:00,3,Not Adopted
824138,,2020-10-07 12:20:00,Travis (TX),Wildlife,Sick,Other,Unknown,7 months,Fox,Red/Silver,2020-10-11 09:44:00,2/7/2020,Euthanasia,Suffering,Unknown,8 months,3 days 21:24:00,3,Not Adopted
824133,*Persie,2020-10-07 10:42:00,13021 Dessau Road in Austin (TX),Stray,Sick,Dog,Intact Female,1 year,Great Pyrenees,White,2020-10-20 16:17:00,10/7/2019,Adoption,,Spayed Female,1 year,13 days 05:35:00,13,B
824132,Venus,2020-11-12 15:01:00,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 years,Alaskan Husky Mix,Brown/White,2020-11-13 15:58:00,10/7/2018,Transfer,Partner,Spayed Female,2 years,1 days 00:57:00,1,Not Adopted
824128,Bolt,2020-10-07 08:54:00,6404 Truth Way in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Siberian Husky,White,2020-10-20 11:15:00,10/7/2018,Transfer,Partner,Neutered Male,2 years,13 days 02:21:00,13,Not Adopted
824122,Puff,2020-10-07 08:10:00,904 Cougar Cove in Austin (TX),Owner Surrender,Injured,Cat,Intact Female,6 months,Domestic Shorthair,Calico,2020-10-07 09:47:00,4/7/2020,Disposal,,Intact Female,6 months,0 days 01:37:00,0,Not Adopted
824121,*Eli,2020-10-07 07:54:00,Mckinney Falls And Burleson in Austin (TX),Stray,Injured,Dog,Intact Male,7 months,Labrador Retriever/Pit Bull,Black/White,2020-11-24 17:45:00,2/7/2020,Adoption,,Neutered Male,9 months,48 days 09:51:00,48,D
824119,,2020-10-06 19:48:00,3218 Barton View Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Border Collie,Black/White,2020-10-07 12:15:00,10/6/2010,Return to Owner,,Neutered Male,10 years,0 days 16:27:00,0,Not Adopted
824118,*Francesca,2020-10-06 19:19:00,7201 Levander Loop in Austin (TX),Stray,Normal,Bird,Intact Female,2 years,Chicken,Brown,2020-10-17 11:04:00,10/6/2018,Transfer,Partner,Intact Female,2 years,10 days 15:45:00,10,Not Adopted
824114,*Pandora,2020-10-06 17:53:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Torbie,2020-10-16 11:28:00,4/14/2020,Transfer,Partner,Spayed Female,6 months,9 days 17:35:00,9,Not Adopted
824113,*Artemis,2020-10-06 17:53:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Calico/White,2020-10-20 17:05:00,10/6/2019,Adoption,,Spayed Female,1 year,13 days 23:12:00,13,B
824112,*Helen,2020-10-06 17:53:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby,2020-12-23 11:23:00,10/6/2019,Adoption,,Spayed Female,1 year,77 days 17:30:00,77,D
824110,Baby,2020-10-06 17:19:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Chocolate/White,2021-01-05 18:06:00,10/6/2018,Adoption,,Neutered Male,2 years,91 days 00:47:00,91,F
824109,Sarah,2020-10-06 16:26:00,1657 Chippeway Lane in Austin (TX),Public Assist,Aged,Dog,Spayed Female,10 years,German Shepherd/Labrador Retriever,Brown/Black,2020-10-17 12:12:00,10/6/2010,Return to Owner,Field,Spayed Female,10 years,10 days 19:46:00,10,Not Adopted
824108,Bear,2020-10-06 17:19:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Blue Lacy Mix,Chocolate/White,2020-11-28 17:30:00,4/6/2017,Adoption,,Neutered Male,3 years,53 days 00:11:00,53,D
824107,Domino,2020-10-06 17:19:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Black/White,2020-11-14 15:03:00,4/6/2017,Adoption,,Neutered Male,3 years,38 days 21:44:00,38,D
824106,Stella,2020-10-06 15:51:00,13010 Ridgeline in Cedar Park (TX),Stray,Normal,Cat,Spayed Female,5 years,Domestic Shorthair,Brown Tabby,2021-01-05 12:51:00,11/24/2014,Transfer,Partner,Spayed Female,6 years,90 days 21:00:00,90,Not Adopted
824104,Suzy,2020-10-06 15:59:00,10601 N Lamar in Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Pekingese,Brown,2020-10-17 11:59:00,10/6/2018,Transfer,Partner,Spayed Female,2 years,10 days 20:00:00,10,Not Adopted
824100,Lyla,2020-10-06 15:29:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Beagle/Labrador Retriever,White/Tan,2020-10-23 17:42:00,10/6/2016,Adoption,,Spayed Female,4 years,17 days 02:13:00,17,C
824099,,2020-10-06 15:16:00,7412 Cayenne Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,Brown/Black,2020-10-13 16:18:00,10/6/2018,Adoption,,Neutered Male,2 years,7 days 01:02:00,7,B
824098,Milo,2020-10-06 15:15:00,11807 Bell Ave in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,6 months,Boxer,White/Brown,2020-12-29 14:48:00,4/6/2020,Adoption,Foster,Neutered Male,8 months,83 days 23:33:00,83,D
824091,,2020-10-06 12:39:00,14709 Reynero Ln in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,2020-10-15 14:40:00,9/6/2020,Euthanasia,At Vet,Intact Female,1 month,9 days 02:01:00,9,Not Adopted
824090,*Claudette,2020-10-06 12:09:00,5402 Wolf Run in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Shorthair,Orange Tabby/White,2020-11-01 16:24:00,10/25/2012,Adoption,,Spayed Female,8 years,26 days 04:15:00,26,C
824087,Waylon,2020-10-06 14:46:00,811 W Slaughter Ln in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Australian Cattle Dog,Blue Tick,2020-10-24 13:18:00,10/6/2017,Return to Owner,Field,Intact Male,3 years,17 days 22:32:00,17,Not Adopted
824086,Hosa,2020-10-06 13:16:00,5812 Shreveport in Austin (TX),Stray,Normal,Dog,Spayed Female,7 months,German Shepherd Mix,Brown,2020-10-20 11:15:00,2/13/2020,Transfer,Partner,Spayed Female,8 months,13 days 21:59:00,13,Not Adopted
824084,Ki,2021-02-20 19:59:00,7300 Fm 2222 in Austin (TX),Abandoned,Normal,Dog,Neutered Male,3 years,Pit Bull,Blue/White,2020-10-06 14:04:00,2/21/2018,Return to Owner,,Neutered Male,2 years,-138 days +18:05:00,-1,Not Adopted
824083,Willy,2020-10-05 20:57:00,4400 Avenue A in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull,Brown/White,2020-10-06 14:04:00,10/5/2018,Return to Owner,,Neutered Male,2 years,0 days 17:07:00,0,Not Adopted
824080,,2020-10-05 17:57:00,Shady Ln And Bolm Rd in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Great Pyrenees Mix,White,2020-10-11 14:05:00,11/6/2019,Transfer,Partner,Spayed Female,11 months,5 days 20:08:00,5,Not Adopted
824079,Sadie,2020-10-05 17:28:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Pit Bull,Blue/White,2020-11-16 11:18:00,10/5/2017,Transfer,Partner,Spayed Female,3 years,41 days 17:50:00,41,Not Adopted
824078,Pearl,2020-10-05 17:28:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull,Blue/White,2020-11-13 15:57:00,10/5/2016,Transfer,Partner,Spayed Female,4 years,38 days 22:29:00,38,Not Adopted
824077,Princess,2020-10-05 17:28:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Pit Bull,Fawn/White,2020-10-28 16:20:00,10/5/2017,Adoption,,Spayed Female,3 years,22 days 22:52:00,22,C
824076,Duchess,2020-10-05 17:28:00,Manor (TX),Owner Surrender,Injured,Dog,Intact Female,5 years,Pit Bull,Fawn/White,2020-10-19 18:12:00,10/5/2015,Adoption,,Spayed Female,5 years,14 days 00:44:00,14,
824074,*Adonis,2020-10-05 17:05:00,Manor (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Lynx Point,,,,,,,NaT,New intake,Not Adopted
824073,*Odysseus,2020-10-05 17:05:00,Manor (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair,Black,2020-10-15 19:08:00,4/9/2020,Adoption,,Neutered Male,6 months,10 days 02:03:00,10,B
824072,*Morpheus,2020-10-05 17:05:00,Manor (TX),Owner Surrender,Normal,Cat,Intact Male,10 months,Domestic Shorthair,Black,,,,,,,NaT,New intake,Not Adopted
824071,*Helios,2020-10-05 17:05:00,Manor (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Flame Point,2020-12-10 09:11:00,10/5/2019,Adoption,Foster,Neutered Male,1 year,65 days 16:06:00,65,D
824070,*Eryx,2020-10-05 17:05:00,Manor (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Blue Tabby,2020-11-29 13:08:00,10/5/2019,Adoption,,Neutered Male,1 year,54 days 20:03:00,54,D
824069,,2020-10-14 16:08:00,2824 Wilcrest Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Siamese mix,Seal Point,2020-12-01 10:56:00,9/26/2020,Adoption,Foster,Spayed Female,2 months,47 days 18:48:00,47,D
824068,*Latte,2020-10-06 07:26:00,2526 Glen Spring Way in Austin (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby,2020-12-15 13:53:00,8/18/2020,Adoption,Foster,Spayed Female,3 months,70 days 06:27:00,70,D
824062,,2020-10-05 15:22:00,1144 Airport Boulevard in Austin (TX),Stray,Injured,Dog,Spayed Female,10 years,Chesa Bay Retr/Australian Cattle Dog,Brown,2020-10-09 10:15:00,10/5/2010,Transfer,Partner,Spayed Female,10 years,3 days 18:53:00,3,Not Adopted
824060,,2020-10-05 15:23:00,5514 Tipton Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan/White,2020-10-09 16:43:00,10/5/2018,Transfer,Partner,Spayed Female,2 years,4 days 01:20:00,4,Not Adopted
824059,,2020-10-05 15:06:00,14901 Bern Dr in Travis (TX),Stray,Normal,Dog,Intact Male,3 months,Great Pyrenees Mix,White,2020-10-09 16:20:00,7/5/2020,Adoption,,Neutered Male,3 months,4 days 01:14:00,4,A
824058,*Shania,2020-10-05 15:02:00,11308 Jack Rabbit Trail in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Mastiff Mix,Fawn,2020-10-09 19:12:00,2/5/2020,Adoption,,Spayed Female,8 months,4 days 04:10:00,4,A
824056,,2020-10-05 14:40:00,1151 Cripple Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky,White,2020-10-13 17:00:00,10/5/2019,Adoption,,Spayed Female,1 year,8 days 02:20:00,8,B
824054,,2020-10-05 14:35:00,6802 Villita Avenida in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair,Orange Tabby/White,2020-10-09 15:22:00,10/5/2017,Euthanasia,Suffering,Intact Male,3 years,4 days 00:47:00,4,Not Adopted
824051,*Twix,2020-10-05 13:50:00,508 East Howard Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Brown Tabby,2020-11-12 11:57:00,8/21/2020,Adoption,Foster,Neutered Male,2 months,37 days 22:07:00,37,D
824047,Smokey,2020-10-05 12:35:00,Austin (TX),Abandoned,Normal,Dog,Intact Male,1 year,Siberian Husky,Black/White,2020-10-13 17:57:00,10/5/2019,Adoption,,Neutered Male,1 year,8 days 05:22:00,8,B
824038,Estrellita,2020-10-05 10:39:00,1930 Rundberg in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Redbone Hound,Brown/Red,2020-10-09 17:38:00,3/5/2020,Return to Owner,,Intact Female,7 months,4 days 06:59:00,4,Not Adopted
824037,Red,2020-10-05 10:34:00,6702 Wentworth in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Rhod Ridgeback Mix,Red,2020-10-09 14:46:00,1/5/2020,Adoption,,Intact Female,9 months,4 days 04:12:00,4,A
824034,Fiona,2020-10-05 08:51:00,4434 Frontier in Austin (TX),Stray,Normal,Dog,Spayed Female,12 years,Pit Bull,Brown/White,2020-10-05 11:39:00,10/5/2008,Return to Owner,,Spayed Female,12 years,0 days 02:48:00,0,Not Adopted
824033,Rocky,2020-10-05 08:44:00,4434 Frontier in Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,2 years,Pit Bull,Brown,2020-10-10 00:00:00,10/5/2018,Transfer,Partner,Neutered Male,2 years,4 days 15:16:00,4,Not Adopted
824029,Spooky,2020-10-05 07:56:00,6407 Middleham Pl in Austin (TX),Stray,Injured,Cat,Intact Female,2 years,Domestic Shorthair,Calico,2020-10-13 14:54:00,10/5/2018,Return to Owner,,Intact Female,2 years,8 days 06:58:00,8,Not Adopted
824028,,2020-10-05 00:13:00,5812 N Ih 35 in Austin (TX),Abandoned,Normal,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby,2020-10-11 16:55:00,10/5/2014,Adoption,,Neutered Male,6 years,6 days 16:42:00,6,B
